"","Control","D01","D02","D03","D04","D05","D06","D07","D08","D09","D10","D11","D12"
"Dapma7bEVm025312","1.0468416","0.7350150","1.5172717","1.0114204","1.5229646","0.1663307","0.7432010","1.3372786","0.8845979","1.5303817","1.3358343","1.4048264","1.5835701"
"Dapma7bEVm025314","10.114677","10.698007"," 9.972085"," 8.241207","10.319889","10.307317"," 9.748418"," 9.427648","10.454036"," 9.338748"," 9.536039"," 6.899491"," 5.642933"
"Dapma7bEVm025315","2.018763","1.513956","2.713657","2.962787","2.066857","2.653718","1.168457","2.067408","3.052297","1.306942","1.429087","2.038125","2.174684"
"Dapma7bEVm025318","1.607320","2.682702","2.266940","1.996062","1.232459","1.601389","1.860233","1.882890","1.515835","1.379109","1.608929","1.795601","2.509944"
"Dapma7bEVm025326","2.874287","2.326736","2.481897","2.357943","2.692010","2.307252","2.300808","2.699950","1.539173","2.598737","2.100317","2.715362","2.507489"
"Dapma7bEVm025335","0.4977290","0.5697794","1.5486770","0.9781479","0.0000000","1.8336095","1.8114815","1.0242888","0.9592285","1.2848175","0.9325535","1.4253724","1.0923933"
"Dapma7bEVm025340","5.615954","6.778788","6.387420","6.689126","6.732182","6.744405","6.880755","6.987876","6.381905","6.508402","6.908695","6.725151","6.468067"
"Dapma7bEVm025344","2.7420427","2.6222372","2.4295880","2.1225489","2.3213776","2.0567468","1.7875323","1.7289827","2.0940051","1.9952755","2.7317420","0.9661714","1.3172359"
"Dapma7bEVm025345","4.435245","3.638653","3.794931","3.980680","3.998551","3.733785","3.943573","3.273825","4.010832","3.991731","4.017944","3.854078","3.971617"
"Dapma7bEVm025349","4.464885","4.339585","4.444433","4.809667","4.498113","4.363844","4.585173","4.435484","4.480160","4.473638","4.839341","4.243079","4.507790"
"Dapma7bEVm025357","1.340255","2.045671","2.391490","2.060138","2.254464","1.956397","2.743514","2.115789","2.015692","2.470893","1.901598","1.191173","1.207244"
"Dapma7bEVm025360","4.107155","4.070116","3.624682","4.284115","4.135244","3.389479","4.149224","4.647495","3.678172","3.604041","4.521780","4.968211","4.465208"
"Dapma7bEVm025367","1.263288","2.133126","1.987405","1.789820","1.843671","3.111067","2.155382","2.126723","2.484291","1.455690","1.490516","2.075440","2.319577"
"Dapma7bEVm025368","2.133525","1.899362","1.448444","2.324742","2.512359","2.390871","2.471858","2.544723","2.157143","2.425662","2.075215","1.871350","2.568465"
"Dapma7bEVm025370","1.940010","2.562684","2.746292","3.149082","2.591475","2.631791","1.533459","2.149586","2.245698","2.400028","2.115028","1.986879","1.596982"
"Dapma7bEVm025376","2.1222705","1.6955583","1.8783636","1.5682368","1.1335652","2.2940537","0.1999826","1.3430994","1.1417466","1.7559613","1.3046042","1.3190884","1.5245024"
"Dapma7bEVm025377","4.118735","4.651589","5.102893","4.894398","4.822848","4.671109","4.745440","5.406768","5.159358","4.684267","4.775095","4.483614","4.772316"
"Dapma7bEVm025378","2.3852670","2.7876544","2.8433031","2.3511061","1.7448191","3.4876626","0.9082406","0.5521263","2.9896648","1.6669922","1.1459809","1.2616389","2.4896489"
"Dapma7bEVm025386","2.492023","2.175996","3.612072","2.677596","2.048321","2.427485","2.860145","2.636058","2.847841","2.899610","2.561144","2.609675","2.623263"
"Dapma7bEVm025390","0.5691425","1.5564202","1.2004978","1.8620437","0.8541668","1.3347001","1.1467006","0.4819889","2.1995558","0.1407691","2.5101207","0.8021109","1.2205750"
"Dapma7bEVm025395","0.6934282","1.0315521","1.9089213","0.8578050","0.8751136","1.6431865","0.7097068","1.3980661","1.7699374","1.0824166","1.7855528","2.2098880","0.2102023"
"Dapma7bEVm025396","2.630135","2.320566","3.138939","3.112499","2.682599","3.489171","2.266254","1.366742","2.048095","2.304690","3.111129","1.399047","3.344346"
"Dapma7bEVm025398","1.3694305","1.6327299","1.7581970","1.2362776","1.5711747","1.4281393","0.1046281","0.3430006","1.6464574","1.1269647","0.5522777","0.2754729","0.6545456"
"Dapma7bEVm025399","2.4492462","1.5871591","2.2698212","2.0680167","1.3344428","2.3744778","0.9494977","1.9819282","2.1431827","2.3987377","1.5136392","1.8521615","1.7897268"
"Dapma7bEVm025401","1.7112926","2.1354742","2.5797611","1.8138428","1.5981641","2.6194069","1.8788859","1.9269359","2.7523118","1.6790463","1.3522834","0.9572352","1.8270260"
"Dapma7bEVm025415","3.492587","2.695824","2.876584","3.395677","2.701697","4.109319","2.342426","2.560516","3.777909","2.904452","1.576175","2.950125","2.190247"
"Dapma7bEVm025416","3.768969","2.232098","3.389421","2.575449","3.144656","2.826265","3.542340","3.466134","2.893211","3.296122","2.520270","3.839856","3.565234"
"Dapma7bEVm025421","5.021121","5.274070","5.313061","5.138288","5.446897","4.686311","5.609144","5.530563","5.377880","5.434109","5.647545","4.947995","5.108717"
"Dapma7bEVm025422","3.655635","4.023684","4.053572","4.176948","4.364749","3.941415","4.038009","3.940968","4.258521","4.417073","4.220454","4.369922","4.034496"
"Dapma7bEVm025423","0.3285309","0.1982229","0.3837136","0.9809241","1.7474073","1.2523321","1.8209316","0.4415449","1.2001087","0.8202772","1.0475956","0.0000000","0.2677142"
"Dapma7bEVm025425","2.385620","2.432146","1.924214","2.689532","2.048683","1.582732","1.924139","2.435961","2.467877","2.544328","1.332941","1.919425","2.821553"
"Dapma7bEVm025426","0.9870045","1.2333145","2.1661831","1.0192799","0.8983016","2.5964691","1.1226958","0.9502878","0.9486512","1.4708280","0.8380008","1.4851398","2.0495635"
"Dapma7bEVm025428","4.141682","4.567310","4.670802","4.836791","4.945314","4.315765","4.876138","4.343946","4.805708","4.817109","4.879261","4.947627","4.829325"
"Dapma7bEVm025430","1.3473643","1.5707361","2.1094730","2.4150367","1.3077783","0.9686304","1.6790570","1.7576709","1.3890498","1.2935267","0.9546366","1.0003305","1.2094569"
"Dapma7bEVm025431","0.9187418","0.3689788","0.7195805","0.2811372","0.7874658","2.4245833","1.9893288","1.8072549","0.6844274","1.0081804","1.1785752","0.8286792","0.8747592"
"Dapma7bEVm025434","7.724187","7.955758","7.729435","7.993910","7.851251","8.173388","8.001519","7.896150","7.917882","8.023453","8.076181","8.074695","7.877597"
"Dapma7bEVm025435","1.333880","1.537245","1.344188","1.005487","1.272067","1.737010","1.297719","1.285037","1.533499","1.357708","1.867430","1.542589","1.638843"
"Dapma7bEVm025441","0.0000000","2.0354124","1.2265452","1.0366173","1.5568241","0.8020478","1.2732809","1.4323319","1.4248399","1.8619700","1.4551694","1.3136499","0.8797519"
"Dapma7bEVm025442","1.6536882","0.8709079","0.8429510","0.6641604","0.8847668","1.5278154","1.6240489","1.3604505","1.3692549","2.8610443","1.7939840","0.6454317","1.6615689"
"Dapma7bEVm025444","3.537999","4.103709","3.697313","4.237966","4.691198","4.951614","4.622731","4.331443","3.970252","4.456321","4.521792","4.549090","4.217311"
"Dapma7bEVm025445","1.0362844","1.9363287","1.8308678","0.6168936","0.7456745","2.1418173","0.0000000","0.0000000","1.8235443","1.0235779","0.2528875","0.0000000","1.1249332"
"Dapma7bEVm025446","8.224559","7.810655","8.129002","7.950473","8.188861","8.154119","8.059148","8.098329","7.880702","8.436381","8.217633","8.423613","8.268796"
"Dapma7bEVm025455","5.446266","6.114025","5.470378","5.785082","5.499246","6.047193","5.366462","5.551639","5.832874","5.426817","5.721309","5.131184","5.537868"
"Dapma7bEVm025458","6.618454","6.831912","6.416035","6.800001","6.456533","6.961524","6.611195","6.678797","6.862872","6.324939","6.574134","6.613929","6.608811"
"Dapma7bEVm025460","5.808475","6.102317","5.761306","5.313923","5.716087","5.840456","5.488538","5.411623","5.735054","6.018059","5.716759","5.180671","5.065598"
"Dapma7bEVm025466","3.491502","3.894261","3.084626","2.931989","3.832019","3.101371","3.980284","4.186463","2.996720","3.426081","3.701754","1.599593","1.008561"
"Dapma7bEVm025469","1.2846435","1.5861331","1.7531611","0.7042706","1.0518752","1.6626260","0.7129793","1.0420830","1.6517295","0.9694747","1.4127595","1.7843558","1.5584088"
"Dapma7bEVm025472","0.5212869","0.7921655","2.2132778","1.8547212","2.0249208","2.4655877","1.8447814","2.0918727","2.1848727","1.0815232","1.7918853","2.0688556","2.4738726"
"Dapma7bEVm025478","7.403701","7.621864","7.669355","7.834785","7.841398","7.760217","7.671336","7.686837","7.700324","7.503991","7.509814","7.610529","7.581409"
"Dapma7bEVm025496","3.707248","2.837787","3.337010","2.997363","2.361738","3.842082","2.634662","1.345484","3.362798","2.030192","2.923475","1.933681","2.349099"
"Dapma7bEVm025497","4.912919","5.461634","5.148584","5.281138","5.181719","5.164463","5.513160","5.572078","4.969388","5.339672","5.372684","5.213962","5.245546"
"Dapma7bEVm025500","4.237162","4.580110","4.571202","4.307539","4.293051","4.364345","4.182353","4.706567","5.019150","4.110119","4.607840","4.665240","4.310144"
"Dapma7bEVm025501","1.3731229","1.6761085","1.8883894","2.1513763","1.3569013","2.4045771","1.5141914","1.4734011","2.4479823","1.4090347","0.6585762","1.1756020","1.9538936"
"Dapma7bEVm025506","1.6019010","2.3356507","1.1848396","1.3978897","1.0245865","0.1832141","0.4863503","0.4322400","1.6097617","0.3250697","0.1899583","0.1658845","0.9204295"
"Dapma7bEVm025507","3.439463","4.149980","3.862953","4.243106","4.203118","4.250034","4.271147","3.563453","4.115671","3.611015","3.387568","3.803890","3.919766"
"Dapma7bEVm025509","1.007139","1.226520","2.212063","1.894540","1.411282","1.094386","1.360668","1.391662","1.187693","1.468076","1.463428","1.674039","1.584707"
"Dapma7bEVm025519","5.141171","5.755629","5.368265","5.610582","5.572297","5.803134","5.594211","5.022211","5.770437","5.058374","5.255402","5.142686","5.216782"
"Dapma7bEVm025526","2.645994","3.324846","3.094641","3.413964","3.048484","2.811490","3.515179","3.599154","3.908706","3.480889","3.800947","3.432819","3.683241"
"Dapma7bEVm025528","0.1492248","0.7238658","0.9012721","1.2384427","0.9510287","0.9552163","1.6760208","0.8661378","0.2632317","0.9135945","1.3144784","1.3779880","0.9714537"
"Dapma7bEVm025530","1.408492","2.100009","1.864468","2.176793","1.844161","2.159706","2.763555","2.703752","1.836077","2.548706","1.767488","1.974389","2.641613"
"Dapma7bEVm025532","3.738617","4.038221","4.010273","3.445155","3.745684","4.421839","2.953342","2.932982","4.955601","2.619476","2.814998","3.448669","3.800759"
"Dapma7bEVm025533","6.521438","6.553998","6.302915","6.128330","6.288614","6.514720","6.295931","6.415804","6.199710","6.100406","6.100108","6.382831","6.315310"
"Dapma7bEVm025538","2.1721299","1.5367930","1.3226977","1.3131006","0.9746678","1.6813149","1.2261441","1.3260749","1.4944001","0.8934903","0.9045727","0.7585121","1.6087977"
"Dapma7bEVm025541","1.1415203","0.3053777","0.9386239","0.8698597","0.6414102","0.8948088","0.7567896","0.0000000","1.8020222","1.0647366","0.3198939","0.4088015","0.8677080"
"Dapma7bEVm025543","1.865420","1.467285","1.458578","1.505512","1.778292","2.659144","1.499449","2.442466","1.246230","1.780888","1.484413","2.060360","1.410111"
"Dapma7bEVm025545","4.946572","4.723693","4.191045","4.388850","4.634567","4.158147","4.845617","5.168493","4.283308","4.691911","4.153585","4.558905","3.870923"
"Dapma7bEVm025556","1.277681","1.450379","2.481807","2.364728","2.236131","1.704063","1.902739","2.060872","2.757238","2.068416","1.954098","2.633330","2.537513"
"Dapma7bEVm025559","2.492298","1.446852","2.235342","1.349743","1.549902","2.255983","1.589368","1.012954","1.967451","1.587064","1.988236","1.374611","2.656943"
"Dapma7bEVm025563","2.791275","2.677840","1.779298","2.371121","2.138154","2.990598","2.588700","2.020677","1.847310","2.793168","1.765019","2.665880","1.912018"
"Dapma7bEVm025567","2.340755","2.813444","3.276078","3.466280","3.434143","2.802253","3.862362","2.916321","3.114050","3.277620","2.869932","3.311301","3.309964"
"Dapma7bEVm025569","4.726948","5.082713","5.047811","4.711676","4.996178","5.230596","4.693212","4.382397","5.253112","4.795217","4.818629","4.528081","4.982324"
"Dapma7bEVm025577","0.9678766","1.8902498","0.6617888","1.3573774","2.2328081","2.6344861","1.6967307","0.7913801","1.8507367","1.6020085","1.1354606","1.3545851","1.9998179"
"Dapma7bEVm025580","3.087348","2.985506","3.081192","3.584051","3.604296","3.253919","4.340993","4.257505","2.890013","3.942944","4.698067","3.525931","3.507061"
"Dapma7bEVm025581","1.2382540","1.1704627","1.5044400","0.6387849","1.8674848","1.2914825","1.3999880","0.9830151","1.5502801","1.5489896","0.7363946","1.2556316","1.3912347"
"Dapma7bEVm025582","2.270092","2.387413","2.349333","2.504068","2.626240","2.429488","1.879120","2.279345","2.886396","1.954440","1.408286","2.391709","1.429023"
"Dapma7bEVm025584","2.630847","2.581932","2.389590","2.634452","3.120667","3.077478","3.144405","2.682182","1.926956","3.133033","3.237292","2.832554","2.426171"
"Dapma7bEVm025589","0.7149782","1.0139255","2.0666380","1.3233828","1.6022370","0.7874271","1.3956522","1.4460344","0.6946760","1.0203377","0.9871084","0.4263856","1.7638157"
"Dapma7bEVm025596","6.273024","6.591574","6.206594","6.475101","6.530296","6.587905","6.280987","6.385180","6.410951","6.273105","6.435530","6.349577","6.185430"
"Dapma7bEVm025597","1.259468","1.488190","2.203625","1.943528","1.367764","2.096312","2.341994","2.115686","2.351572","2.362478","1.444363","1.521988","1.500472"
"Dapma7bEVm025600","2.013788","3.502750","2.025167","2.881424","2.307319","2.978028","2.656211","2.550847","2.008709","2.272989","2.473056","2.604853","2.316756"
"Dapma7bEVm025601","0.9098687","1.6615480","1.0738146","2.5745946","1.1333764","1.3395372","1.6280011","1.7568376","0.4630062","1.2126088","1.4203525","1.0442502","1.1266165"
"Dapma7bEVm025603","1.519379","2.677431","1.681883","2.069970","2.194579","1.436150","2.297018","1.787653","2.230485","2.426385","1.330365","1.270411","2.457475"
"Dapma7bEVm025605","4.753100","5.202443","5.056296","5.093678","5.290926","5.207654","5.089937","5.144509","5.416362","5.256702","5.437781","5.267596","4.968957"
"Dapma7bEVm025606","0.8419775","0.9671701","1.0038675","1.1931197","0.9573389","2.3585243","1.3911099","1.1944010","1.2709689","1.0052225","1.1823198","1.8291099","1.6479117"
"Dapma7bEVm025608","7.224259","7.417276","7.167403","7.192393","7.289065","7.390095","6.975337","7.110622","7.408909","6.960021","7.005015","6.945780","6.725537"
"Dapma7bEVm025611","1.6226505","2.3646755","2.0338335","1.4864557","1.3472542","1.9323652","1.0535562","1.4778455","1.3590107","2.5049418","1.0890622","2.5657216","0.8890917"
"Dapma7bEVm025612","3.313520","3.118589","2.869174","2.076492","2.847872","3.565638","2.222243","3.175166","2.591231","2.434169","2.769898","1.920481","2.343404"
"Dapma7bEVm025625","1.3599284","1.2833982","2.4315666","1.7304651","0.7255107","2.3434322","1.1783244","1.1799672","1.4562411","2.1775865","1.8693057","0.7955958","1.0491080"
"Dapma7bEVm025626","3.061178","3.006694","2.991637","2.892183","2.981394","2.800089","3.538575","3.072740","2.368879","3.338847","3.106898","2.628519","2.609291"
"Dapma7bEVm025628","1.860067","2.364092","3.758440","3.164739","1.889557","3.403823","2.428776","3.135960","2.956404","2.874866","3.305206","2.762950","3.162384"
"Dapma7bEVm025630","3.207948","2.364513","2.361029","3.261176","2.781926","2.800883","3.013725","2.227489","3.120707","2.604729","3.496177","3.444468","3.395167"
"Dapma7bEVm025631","1.5152598","1.6954679","1.5677506","1.0291592","1.6720790","0.5961765","1.1493177","0.5610126","1.6052914","0.3250697","1.6890535","0.3284387","1.4876319"
"Dapma7bEVm025632","1.0039142","1.2747228","1.1228407","0.6551852","1.6910149","1.3984830","1.1805898","1.5823104","0.7959006","2.2862232","1.5545085","1.1176231","1.4389192"
"Dapma7bEVm025634","2.118830","2.426393","2.649098","2.268018","2.564400","2.168636","2.470564","2.685000","2.157208","3.478526","3.267343","2.280717","2.586161"
"Dapma7bEVm025635","4.280477","4.384633","4.431665","4.146873","4.409993","4.010781","4.442735","3.628090","4.008660","4.778314","4.599968","4.170973","4.357075"
"Dapma7bEVm025636","1.5662804","0.8875093","1.4006950","2.5133143","2.1650622","2.6086840","2.0431981","2.4413440","1.8051651","2.2116526","2.1985593","2.6790468","1.9199049"
"Dapma7bEVm025638","0.7591167","0.9668913","2.3969376","1.6488548","0.8320720","0.9325504","1.5914377","1.7737470","1.4138825","1.8858892","1.2305622","1.3443914","1.6692379"
"Dapma7bEVm025640","1.987878","2.278353","2.480212","2.760545","2.038425","1.955261","3.252341","2.384655","2.989726","2.399700","2.448850","2.745499","2.655571"
"Dapma7bEVm025641","6.351056","6.633004","6.616222","6.691651","6.466444","6.615572","6.327649","6.615628","6.518874","6.603859","6.503703","6.627500","6.737023"
"Dapma7bEVm025644","2.279427","1.707809","1.482005","2.124483","1.918040","2.926891","1.579312","1.732580","1.727326","2.397309","1.891421","1.845880","1.795246"
"Dapma7bEVm025646","8.659330","8.761133","8.789520","8.818460","8.837455","8.853519","8.682397","8.783959","8.903576","8.783853","8.704699","8.647482","8.664082"
"Dapma7bEVm025650","4.887365","5.448474","5.447669","5.764053","5.367690","3.976037","5.554940","5.366988","5.035618","5.115007","5.243492","5.636567","5.351129"
"Dapma7bEVm025664","1.9883774","1.6955786","1.4116446","1.2329984","1.1584262","1.8957770","0.2597803","0.0000000","1.4919706","0.7157288","0.2996928","0.2462713","0.7715453"
"Dapma7bEVm025665","1.6650410","2.0518891","1.8084308","1.0880101","2.6057269","0.5536678","1.2056262","1.3662525","1.5541318","1.0371894","2.5426673","1.4535677","2.1360220"
"Dapma7bEVm025670","1.6090935","1.8863489","0.9116618","2.2304424","2.3636820","1.8325019","2.5379684","2.3282986","1.9931140","1.9190478","2.5059360","2.6775957","1.4179024"
"Dapma7bEVm025673","2.3182565","2.1943448","2.5992350","2.3091039","1.4247782","1.3674700","1.5576067","1.3459696","2.2670779","2.3825525","1.9232067","0.9397807","1.9661951"
"Dapma7bEVm025679","5.750614","5.929310","5.783058","5.448955","5.918274","6.595203","5.538253","5.577382","6.211479","5.947073","5.451295","5.477395","5.409504"
"Dapma7bEVm025680","2.981186","2.661781","2.103881","2.442053","2.603203","2.265098","2.205274","3.210509","1.800443","2.948629","1.825860","3.113754","2.990541"
"Dapma7bEVm025684","6.261164","6.375447","6.533557","6.540625","6.362609","6.634326","6.494370","6.491348","6.668374","6.515235","6.637509","6.775138","6.485456"
"Dapma7bEVm025693","1.1328330","0.1285863","1.3159696","1.4328544","1.8779389","1.0731098","1.5870651","1.9117825","0.7547996","1.5772299","1.0302267","2.0639173","1.8315826"
"Dapma7bEVm025694","2.4875054","2.1632651","2.0627941","1.5418014","1.4398997","2.7818094","0.4625733","0.1012496","2.6228971","1.7060581","0.6162742","0.4253006","1.9356743"
"Dapma7bEVm025702","9.126745","8.970105","8.463607","8.410022","8.497812","9.315799","8.963076","8.582832","8.948168","8.698281","8.619201","7.404056","6.562048"
"Dapma7bEVm025704","1.372951","2.152886","2.443273","2.100657","1.507613","3.137314","2.338920","1.982225","2.616437","2.577865","1.950329","2.460605","2.758070"
"Dapma7bEVm025705","2.0952878","1.4694830","2.0421189","1.6277736","1.7240398","0.9680849","1.1702937","1.2920450","1.3609354","0.8492178","1.9659165","2.3926992","1.9146186"
"Dapma7bEVm025708","7.409473","8.077046","7.303757","6.906397","7.315952","7.712657","8.848871","7.855423","7.772131","7.626118","7.572576","5.490933","3.880176"
"Dapma7bEVm025714","2.154486","2.990396","2.804674","2.063690","1.921704","2.828231","2.983897","2.474851","2.454510","2.425791","2.583849","2.933518","2.500100"
"Dapma7bEVm025718","3.768087","2.807168","3.317131","3.223673","3.307820","3.175992","2.310776","2.610079","2.698964","3.623317","2.864152","3.638458","2.691776"
"Dapma7bEVm025719","1.5352288","1.2497320","0.7864800","0.8129833","1.0470930","0.7474111","0.3545497","1.9192245","1.3582764","1.2076057","1.6715235","0.8222613","0.3496809"
"Dapma7bEVm025720","3.826918","3.485191","4.188577","4.229912","4.298842","3.698166","4.156781","4.258408","4.146096","4.101969","4.213919","4.209406","4.375578"
"Dapma7bEVm025721","1.775523","1.446936","1.367478","1.658362","1.006881","1.186075","2.260505","2.541975","2.405004","1.936543","1.640830","1.849167","2.672496"
"Dapma7bEVm025727","0.9348979","2.2464370","2.0422152","1.7424317","1.5785287","2.4673660","1.0174994","2.5860650","1.7144983","2.0768194","2.2135509","2.3553642","1.8504282"
"Dapma7bEVm025730","1.706641","1.315479","1.602047","2.061908","1.906507","1.754051","2.194250","1.816180","2.476527","1.447015","2.709259","2.620684","3.276627"
"Dapma7bEVm025731","1.453579","1.115126","1.306174","2.361231","1.514352","2.384909","2.415389","1.566660","2.017707","2.271645","1.611755","2.056909","1.431329"
"Dapma7bEVm025735","1.0919894","0.2736830","1.2274090","1.0381428","0.9270709","2.9495963","0.3984327","0.5705798","2.5582581","0.3663282","1.2610628","0.7530210","0.8451202"
"Dapma7bEVm025740","2.2045594","1.8028796","1.7879635","1.6507981","0.9413646","2.0321525","0.6197888","0.1012496","1.8338094","0.9526836","0.7895525","0.0000000","1.2723676"
"Dapma7bEVm025743","2.308601","1.370605","2.521106","2.637314","2.416557","3.128560","2.422996","1.638042","2.779110","1.413132","1.630649","2.197664","2.371765"
"Dapma7bEVm025747","6.834046","6.694240","6.933711","6.101283","5.804063","7.354465","3.282168","3.887386","6.968992","4.660062","4.249384","3.546736","4.595526"
"Dapma7bEVm025748","0.1634757","1.3700383","1.0756419","2.1449965","2.2809686","2.0227658","1.8315950","1.4372052","1.9735734","0.8114717","1.8393095","1.7346858","1.6411601"
"Dapma7bEVm025749","3.4629122","3.4526707","2.8515011","2.1559574","2.9910952","3.7607655","1.9081136","2.6511578","3.1823496","2.7692073","1.7255288","0.9425255","2.9980728"
"Dapma7bEVm025755","1.647931","2.403325","3.294413","1.355481","2.613369","3.099939","2.412128","2.366475","2.505700","1.558872","2.728592","2.173354","2.156685"
"Dapma7bEVm025759","2.567212","3.104605","2.218264","2.532881","2.499114","2.358992","3.108100","2.428433","3.049558","2.975454","2.680852","2.625102","3.333769"
"Dapma7bEVm025760","1.6519843","1.5604551","1.0681176","0.7433975","0.6008867","2.1322170","0.0000000","0.1012496","2.0084077","0.4008761","0.6276475","0.3151832","0.4995447"
"Dapma7bEVm025762","2.2918491","1.9046214","2.3993517","1.9562183","1.3072463","1.8612446","1.2995743","1.8799435","0.5473995","1.8469477","1.5188176","0.8277890","1.9794930"
"Dapma7bEVm025764","4.006681","3.202950","3.282438","2.872878","2.668123","3.710365","2.716538","1.938908","3.407016","3.120113","1.473847","1.964691","2.275741"
"Dapma7bEVm025772","1.8544398","2.0824844","2.4445997","1.7927758","1.8703885","1.6455240","2.2975084","2.2263808","2.2665876","2.3199204","2.3214818","0.8414943","2.0509400"
"Dapma7bEVm025773","2.6940007","2.2130839","2.4861513","1.8303998","2.0486771","2.9456188","1.3737267","0.7249032","2.5065997","1.7687239","1.8480125","0.7738473","1.6475530"
"Dapma7bEVm025777","1.5575704","2.4346213","2.5511831","1.4965419","1.1094137","2.3303934","0.2974995","1.1676460","1.6108521","1.0939403","0.4606945","0.5589948","0.6669124"
"Dapma7bEVm025779","2.6436221","0.8949653","1.7765738","2.4007315","2.1963842","2.3117437","2.8729216","1.1173515","1.4596774","2.1125474","1.7004861","2.0436687","2.2533744"
"Dapma7bEVm025782","3.884890","4.656609","3.475716","4.864609","4.015070","2.888411","3.865764","4.084112","3.220272","3.128737","4.127091","3.779394","3.086085"
"Dapma7bEVm025783","4.565807","5.354320","4.913560","4.875268","5.290109","4.939096","5.463962","4.970744","5.418641","5.169585","5.625109","5.107989","5.321001"
"Dapma7bEVm025790","1.660166","1.957665","1.744997","2.188862","1.792723","1.078314","2.433656","1.644020","1.303399","2.216365","2.205198","1.585809","1.603626"
"Dapma7bEVm025792","2.735768","3.535544","2.743145","3.411559","2.544795","2.902247","2.907632","3.030449","2.710096","2.918333","3.106025","2.885140","3.259823"
"Dapma7bEVm025793","1.810236","1.797798","2.388021","2.598702","3.021397","1.638386","1.856640","2.425865","2.067896","2.610349","2.470350","3.068977","2.717710"
"Dapma7bEVm025794","7.952144","8.068444","8.210229","8.335451","8.264083","8.336298","8.039733","8.213764","8.280992","8.175066","8.245315","8.114704","7.949097"
"Dapma7bEVm025796","1.4957064","1.7558778","0.9586452","0.8255238","1.2846848","1.7725206","1.2392842","1.0135013","0.6955604","0.8394547","1.1784579","0.6184011","1.2637209"
"Dapma7bEVm025797","4.528803","3.180542","4.491772","4.487089","3.951966","3.602151","4.328320","4.429053","4.344975","4.620077","4.040533","4.342554","4.386697"
"Dapma7bEVm025798","1.2707709","1.7180248","1.7102320","1.1167100","0.1803429","2.3459204","0.9262874","1.7006972","1.7936024","1.5689180","0.8240219","1.6642708","0.9149552"
"Dapma7bEVm025799","2.528844","3.874311","3.444183","3.991560","3.697010","3.227881","3.579854","3.321633","3.504820","3.053888","3.685857","3.510551","3.558486"
"Dapma7bEVm025800","1.5489840","1.9848935","2.1178187","1.1130738","1.8712907","1.3759045","1.0841434","0.9815426","1.1546436","1.9154868","0.8795443","1.3258451","1.5691090"
"Dapma7bEVm025801","0.8388590","1.3748227","1.1582958","1.3019434","1.4658852","1.0527947","1.5227966","1.4614126","1.8003777","1.5404930","1.0850767","0.7466244","1.6185538"
"Dapma7bEVm025811","2.182154","2.511269","2.254647","1.451975","1.806090","1.170516","2.733861","2.176028","2.622709","1.710199","2.113953","1.947189","2.363708"
"Dapma7bEVm025819","3.263034","3.297738","3.496198","3.365766","2.880977","2.130140","2.901122","3.606282","2.940322","3.093596","3.056017","2.856485","3.625375"
"Dapma7bEVm025823","1.8620705","1.6601343","1.6472603","1.2740723","1.0439013","1.5109470","0.4300344","0.4450512","1.1252891","0.9038842","0.4166514","0.2416720","0.5949272"
"Dapma7bEVm025824","1.1389925","0.0000000","0.9266658","1.2327129","2.1686435","1.2792755","1.7632376","0.9742102","1.8129655","0.2702035","0.3430636","0.8685609","2.1252953"
"Dapma7bEVm025825","1.4448847","1.1031851","1.1262158","1.2482220","0.4994751","2.4342553","2.0416715","1.0623999","0.7021616","1.2838438","1.2434740","1.4610512","1.6663949"
"Dapma7bEVm025828","1.2428945","1.8423503","1.6505191","1.3837752","1.3649089","2.0748027","0.2332036","0.1722787","1.4454834","1.0000588","1.5061032","0.1845879","1.3495161"
"Dapma7bEVm025830","3.895765","3.388355","3.496246","4.222129","3.828128","4.073298","3.900059","4.176458","4.185521","3.315799","3.851725","3.229042","3.135197"
"Dapma7bEVm025836","4.537690","4.312873","4.287226","5.015446","5.073078","4.502760","4.899371","4.419149","4.637296","4.377895","4.337551","3.728091","4.509366"
"Dapma7bEVm025840","2.648660","3.106048","3.535481","2.989436","2.022396","3.854349","1.326164","1.941392","3.471662","2.342107","2.081183","2.703086","2.142879"
"Dapma7bEVm025843","1.2070813","0.9556306","0.6697953","1.1372838","1.0688440","1.0896284","1.3006691","1.3450563","1.4207069","1.8425751","1.6180486","1.5811819","1.6010166"
"Dapma7bEVm025844","2.816331","2.656523","3.511175","3.541978","3.296084","3.962946","3.646574","2.999023","2.461941","2.881539","2.612783","3.620725","3.287700"
"Dapma7bEVm025845","3.395251","3.905360","3.722657","3.841290","3.544936","3.826469","3.551730","4.076666","3.108156","4.151117","3.720791","3.944309","4.100492"
"Dapma7bEVm025846","6.911228","7.057757","7.036861","6.732976","7.228853","7.149724","6.903501","6.856855","7.044543","7.172570","6.854670","7.154874","7.130404"
"Dapma7bEVm025850","1.2988612","1.9296737","2.4212915","2.0382304","1.1052426","3.0749315","2.0825535","2.2024274","2.8506941","1.7821144","0.6278786","0.8503961","1.6377991"
"Dapma7bEVm025852","1.392942","1.122906","1.776665","2.483230","1.218886","1.648944","2.634885","2.272703","1.261874","1.554855","2.375812","1.448709","1.824548"
