"","Control","D01","D02","D03","D04","D05","D06","D07","D08","D09","D10","D11","D12"
"Dapma7bEVm006582","6.263567","5.974209","6.214009","6.332454","6.412711","6.194610","6.178884","6.650413","6.323421","6.140996","6.144565","6.404400","6.119308"
"Dapma7bEVm006583","6.860802","6.800611","6.781066","6.721098","6.939450","6.782300","6.845492","6.793603","6.634621","6.915499","6.816815","7.051464","7.027715"
"Dapma7bEVm006584","4.934696","4.788086","4.851909","4.893962","4.558961","4.716238","4.768361","4.759192","4.696381","4.047514","4.708672","4.893403","4.875613"
"Dapma7bEVm006585","6.523403","6.777247","6.697097","6.795198","6.600656","6.517402","6.666888","6.495009","6.612973","6.430574","6.678481","6.640410","6.480544"
"Dapma7bEVm006586","2.406982","2.933307","3.294070","2.330053","2.970745","1.960866","2.364654","1.969794","2.835590","3.141029","2.478189","3.148002","2.741867"
"Dapma7bEVm006587","5.929996","5.895814","5.835673","6.011166","6.118569","5.979122","5.963159","5.800478","5.997485","6.069425","5.721457","5.992966","6.096735"
"Dapma7bEVm006588","6.515537","5.604235","5.878558","6.848802","5.595236","6.286120","6.952185","6.939130","6.157324","6.662547","7.268380","6.839100","7.009184"
"Dapma7bEVm006589","4.933343","4.961302","4.403158","5.019637","4.728407","4.671052","5.251717","4.991066","4.754234","5.099500","5.126877","5.372906","5.499568"
"Dapma7bEVm006590","7.688046","7.496017","7.691837","7.661836","7.566931","7.813686","7.900961","7.768376","7.633954","7.743951","7.868991","7.636023","7.565099"
"Dapma7bEVm006591","4.954252","4.317652","4.466342","4.273955","4.298565","3.368560","3.985924","4.317170","4.041551","3.856890","3.933860","4.202263","4.382419"
"Dapma7bEVm006592","4.114853","2.316138","3.480724","3.285111","2.997769","4.002083","4.326203","4.359067","3.091200","4.564625","3.899334","4.133876","4.339690"
"Dapma7bEVm006593","5.217333","6.028111","6.004252","5.972143","6.009229","5.814440","5.927497","6.165706","5.582681","5.830991","6.190516","6.162186","5.932827"
"Dapma7bEVm006594","5.925982","5.468644","5.258926","5.483911","5.657142","5.661865","5.514055","5.555564","5.485094","5.732795","4.740202","5.196715","5.205890"
"Dapma7bEVm006595","4.633222","5.200147","4.973357","4.757374","5.247833","4.869384","4.855402","4.486684","4.770449","5.130355","4.952473","5.177069","5.017773"
"Dapma7bEVm006596","3.574551","4.739517","3.960195","5.874064","4.693628","3.912103","5.914925","5.799870","5.574674","4.665917","5.932532","5.847265","5.881006"
"Dapma7bEVm006597","6.013311","7.145722","6.287589","5.897995","7.180004","6.339353","6.633954","6.434477","7.037465","6.284468","6.165389","4.228551","3.859608"
"Dapma7bEVm006598","5.732438","5.963092","5.530435","5.827787","5.568249","5.777145","5.704253","5.506259","5.605225","5.945286","5.896575","5.678959","5.678401"
"Dapma7bEVm006599","8.046625","8.098655","7.523144","5.809098","8.309385","7.794392","7.699632","6.732031","8.319712","6.992397","7.261919","5.113570","4.318452"
"Dapma7bEVm006600","3.9023053","3.1494940","3.8789981","3.0567504","2.5805615","4.6020003","1.3996291","0.6599554","3.5573197","2.3773647","1.7609822","1.2857738","3.4317065"
"Dapma7bEVm006601","3.350557","3.190884","2.719446","3.063069","2.759295","2.538279","2.872208","1.702351","2.471805","2.922099","3.118825","2.920190","3.360984"
"Dapma7bEVm006602","7.566826","7.944133","7.751938","7.471585","8.056470","7.788629","8.151355","7.892804","7.830637","7.695123","7.858671","7.268811","7.065986"
"Dapma7bEVm006603","4.056773","4.455638","4.852853","5.270918","4.767408","4.726308","5.118597","5.005199","4.040566","5.001301","5.114330","5.513947","5.194892"
"Dapma7bEVm006604","5.017579","4.579574","4.727052","4.701643","4.948703","4.900988","5.054744","4.342536","4.881793","4.415857","4.935734","5.165374","4.828566"
"Dapma7bEVm006605","7.393900","7.505623","7.696417","7.665612","7.716296","7.589978","7.586387","7.643385","7.382199","7.707019","7.688590","7.509177","7.397580"
"Dapma7bEVm006606","6.715876","6.856453","6.680357","6.835530","6.767443","6.716468","6.691993","6.573807","6.828489","6.701287","6.740469","6.844603","6.865102"
"Dapma7bEVm006607","5.700672","6.822559","6.725095","6.051876","5.885763","6.790110","7.055457","7.079722","6.512315","6.823678","7.048948","6.986932","6.791160"
"Dapma7bEVm006608","3.343212","3.381230","3.829615","3.785757","3.160096","2.926966","3.610944","3.776158","3.715865","3.202392","3.243672","3.677154","3.698469"
"Dapma7bEVm006609","5.860240","6.048973","6.443902","6.408453","6.194689","6.192658","6.116620","6.325399","6.135188","6.438653","6.427211","6.668634","6.656995"
"Dapma7bEVm006610","6.993503","7.226767","7.172818","7.214273","6.965830","7.117268","6.706328","6.898520","7.097391","6.761438","6.858191","6.780893","7.023441"
"Dapma7bEVm006611","4.611924","5.457714","4.889290","5.625005","5.555702","5.623588","5.452664","5.378770","5.397219","5.037699","5.284499","5.528746","5.343083"
"Dapma7bEVm006612","4.151785","4.055495","4.100650","5.394340","5.707798","5.149849","6.369608","6.423727","4.685376","5.540740","6.347020","6.387569","5.373406"
"Dapma7bEVm006613","5.683189","5.357274","5.172942","5.789847","5.845600","4.519560","5.987249","6.009524","5.664532","5.694432","5.955931","6.092415","5.980975"
"Dapma7bEVm006614","3.152834","2.279584","2.213106","2.785119","3.161714","3.028334","3.682126","3.482321","2.752574","3.564718","3.465548","2.838515","3.789358"
"Dapma7bEVm006615","8.580930","8.706687","8.651522","8.850439","8.856566","8.556923","8.985515","8.895561","8.780766","8.845101","8.919540","9.175784","9.044511"
"Dapma7bEVm006616","5.327381","5.772279","5.564709","5.667129","5.650603","5.597559","5.733643","5.600720","5.838065","5.534957","5.863533","6.002505","5.836522"
"Dapma7bEVm006617","2.430274","2.581539","2.210878","3.595307","2.069441","2.427278","2.182923","1.992701","2.091747","2.711650","2.739898","3.107537","3.082891"
"Dapma7bEVm006618","5.987615","5.773750","5.976474","6.222805","6.010334","6.179554","6.167895","6.077628","6.158476","6.128618","5.961351","6.070134","5.867585"
"Dapma7bEVm006619","7.602323","7.795919","7.627177","7.556611","7.876617","7.866762","7.640652","7.677012","7.896226","7.698839","7.498431","7.489392","7.630169"
"Dapma7bEVm006620","6.895427","6.645345","6.733563","6.962633","6.981227","6.992262","6.945934","6.951394","6.820896","6.942239","7.032471","6.972496","6.948568"
"Dapma7bEVm006621","4.233789","3.514066","4.453720","4.387457","3.598959","4.153389","4.387263","4.277451","4.086869","3.825936","3.654661","4.195600","4.222100"
"Dapma7bEVm006622","7.742176","7.693866","7.738763","7.584178","7.527548","7.622617","7.886358","7.650661","7.667349","7.645979","7.826807","7.706569","7.635728"
"Dapma7bEVm006623","1.038110","2.084343","1.565360","1.805223","1.127027","1.978607","1.902356","1.856892","1.098305","2.716314","1.836499","1.256826","2.445434"
"Dapma7bEVm006624","7.554717","7.855846","7.838361","7.938262","7.774069","7.848877","7.893687","7.747182","7.902627","7.848448","7.738550","7.923641","7.833921"
"Dapma7bEVm006625","5.629017","5.752864","4.186269","5.632988","5.005483","5.912035","5.895431","5.781677","5.095872","5.485982","6.136552","5.614803","4.896559"
"Dapma7bEVm006626","10.760966","11.045220","10.608982","10.145692","10.508574","11.211408"," 9.666983","10.430757","11.170271","10.374814"," 9.859818","10.049992","10.008754"
"Dapma7bEVm006627","3.105523","3.911219","3.489716","3.981108","3.429351","3.935156","3.379389","3.826932","3.377667","3.638336","3.777810","3.989718","3.798934"
"Dapma7bEVm006628","7.392702","7.399982","7.319278","7.568805","7.591257","7.257829","7.533368","7.586816","7.491024","7.462170","7.653972","7.829013","7.493428"
"Dapma7bEVm006629","6.565407","6.648010","6.749617","6.561827","6.624810","6.290178","6.585907","7.013930","6.717670","6.883752","6.909566","6.940404","7.016819"
"Dapma7bEVm006630","4.562601","3.850025","4.604617","5.001611","4.630499","5.103848","5.016218","4.786636","4.333684","4.793269","4.927839","4.206861","4.923995"
"Dapma7bEVm006631","6.082609","6.286393","6.153344","6.158069","6.233847","6.082441","5.959017","5.968402","6.008311","5.909832","6.169690","6.113820","6.113858"
"Dapma7bEVm006632","3.006843","3.156485","2.871364","2.741773","3.151613","2.785243","3.054688","3.353857","2.823938","3.120516","3.874203","3.206171","3.205235"
"Dapma7bEVm006633","5.449406","5.333431","5.003566","5.308340","5.589534","5.456640","5.605707","5.383571","5.752950","5.208810","5.725451","5.207570","5.451287"
"Dapma7bEVm006634","4.470332","4.570687","4.719147","4.442301","4.953337","4.577079","4.378655","5.033245","4.202585","4.686151","3.976675","4.360245","4.744439"
"Dapma7bEVm006635","7.083419","7.208601","7.129952","7.378595","7.308207","7.529988","7.384772","7.123869","7.449753","7.164764","7.291952","7.050261","7.110585"
"Dapma7bEVm006636","7.053448","6.925678","7.052466","7.216853","7.285358","6.082598","7.363001","7.385049","7.036950","7.270149","7.361333","7.354523","7.118471"
"Dapma7bEVm006637","3.269099","2.192571","4.797196","5.239506","3.946541","3.177589","5.112483","3.429891","3.822668","4.053827","5.020486","3.382824","4.144279"
"Dapma7bEVm006638","2.226403","2.152852","1.534206","1.613152","2.557621","2.184926","3.061817","1.122315","1.104501","2.239935","2.013059","1.698030","2.438221"
"Dapma7bEVm006639","5.744626","5.820734","5.469516","5.634245","5.589079","5.747903","5.872855","5.851300","5.668811","6.014594","5.562788","6.072304","6.146726"
"Dapma7bEVm006640","5.583003","5.437438","5.797028","5.951466","5.910955","6.046028","5.777136","5.927092","5.880991","5.486938","5.766732","6.060461","5.967154"
"Dapma7bEVm006642","6.429052","5.829107","6.205998","6.408633","6.170000","6.058414","6.166867","6.152502","6.077928","6.207692","6.313254","6.199446","6.409238"
"Dapma7bEVm006643","5.305800","5.268346","5.264818","5.306376","5.516279","5.068867","5.247954","5.403803","5.267627","5.123890","5.318607","5.322650","5.275895"
"Dapma7bEVm006644","5.523609","5.596390","5.510571","5.652743","5.834766","6.064265","5.743100","5.929168","5.806152","5.733203","5.391672","5.715587","5.555131"
"Dapma7bEVm006645","5.989280","5.958900","5.948530","6.248786","6.043153","5.995703","6.159262","6.106341","6.110115","5.886088","6.187723","6.322016","6.090381"
"Dapma7bEVm006646","3.339069","4.267031","3.405094","4.194954","4.125523","3.520810","4.593676","4.675363","4.129355","4.088472","3.782356","4.294118","4.100836"
"Dapma7bEVm006647","2.702216","2.154476","2.185455","2.010000","1.612497","1.836690","2.289806","1.673174","1.649838","1.859056","1.445277","2.227790","2.739358"
"Dapma7bEVm006648","6.376857","6.202503","6.185026","6.188219","6.336060","5.957800","6.435502","6.223194","6.294111","6.111523","6.075831","5.959197","6.209172"
"Dapma7bEVm006649","7.506260","7.542897","7.715339","7.839427","7.669177","7.876005","7.613394","7.516066","7.790617","7.528583","7.614434","7.393809","7.506235"
"Dapma7bEVm006650","6.951132","7.013603","7.160007","7.111443","7.186702","5.892217","7.042599","7.352639","7.064356","7.251902","7.092331","7.165245","7.075971"
"Dapma7bEVm006651","4.730950","4.644888","4.300479","3.337785","4.671617","3.708821","4.536450","4.155760","4.594296","4.655475","4.164948","3.525920","3.736327"
"Dapma7bEVm006652","4.755245","4.502767","4.551562","4.783882","4.258596","4.450299","4.605762","4.227205","4.703702","4.321647","4.739214","4.891150","4.356964"
"Dapma7bEVm006653","4.177673","4.224924","4.498227","4.194974","4.310990","4.647173","4.364522","4.188826","4.357030","4.405541","4.572556","3.913692","3.597572"
"Dapma7bEVm006654","3.236391","3.245951","3.385985","3.835267","4.120351","3.771112","4.256014","3.943962","2.804339","3.827532","4.331026","4.403098","3.918909"
"Dapma7bEVm006655","3.639369","3.571241","3.116287","1.795878","3.568956","3.107772","4.663967","2.986498","2.402185","4.253334","3.335240","2.052251","1.022080"
"Dapma7bEVm006656","5.784864","6.098261","5.752440","5.957467","5.902183","5.920419","6.274818","5.918396","6.031093","5.825776","5.948448","5.445517","5.912509"
"Dapma7bEVm006657","7.043876","7.053110","7.231661","7.297853","7.002902","7.331716","7.037213","7.206502","7.185962","7.138153","7.144127","7.136181","7.344805"
"Dapma7bEVm006659","2.922764","2.765112","3.316695","3.361585","2.961446","2.811535","3.391665","2.938438","3.568270","2.776838","2.306286","3.275946","3.730977"
"Dapma7bEVm006660","3.877277","3.165692","3.052100","4.195096","4.044895","3.763690","4.476678","4.743989","4.255083","4.046114","4.898446","4.658532","4.200741"
"Dapma7bEVm006661","2.1607799","1.8567910","1.7689701","2.3283760","1.4461247","0.9251519","2.1793645","2.9643706","1.9064710","2.2186020","2.2231024","3.0418147","2.7389875"
"Dapma7bEVm006662","8.334474","8.152849","7.846694","6.973284","8.351238","8.200723","7.590581","7.221734","8.140593","6.850087","6.769300","4.119805","4.248637"
"Dapma7bEVm006663","5.914836","6.421782","6.332776","6.238380","6.339135","6.560820","6.170218","6.395546","6.442578","6.462503","6.479697","6.532077","6.241659"
"Dapma7bEVm006664","6.592689","6.713731","6.789017","6.863669","6.833809","6.935634","6.747066","6.652567","6.818917","6.670868","6.738293","6.544033","6.579378"
"Dapma7bEVm006665","5.492333","5.169194","5.346905","5.464019","5.403536","5.277213","5.821591","5.559020","5.389610","5.427499","5.242635","5.519287","5.308454"
"Dapma7bEVm006666","10.305610","10.125570"," 9.935084","10.125903","10.258707"," 9.945693"," 9.875811","10.101385"," 9.947736"," 9.863168"," 9.968809"," 9.701265"," 9.556102"
"Dapma7bEVm006667","7.514534","8.351249","7.805387","8.075634","8.210581","7.817027","7.894695","8.441405","7.994794","7.998809","8.072938","8.005560","8.232756"
"Dapma7bEVm006668","4.562615","5.137850","4.297938","4.608844","4.663466","4.871033","4.576612","4.467157","4.638568","4.961175","4.453923","3.909135","4.748053"
"Dapma7bEVm006669","5.711798","5.638706","5.883395","6.103255","5.905460","5.908477","5.929099","6.188687","5.865768","6.024887","6.028357","5.818000","6.104117"
"Dapma7bEVm006670","6.076005","6.250991","6.150054","6.390066","6.126174","6.252227","6.016253","6.102251","6.361667","6.261283","6.199753","6.038906","6.188662"
"Dapma7bEVm006672","6.052674","6.212576","6.038248","6.304140","5.802799","6.125157","6.141460","5.744955","6.146376","5.870090","5.657810","5.775316","5.895130"
"Dapma7bEVm006674","5.679641","6.216119","5.520327","2.565490","4.218165","4.540235","6.160779","5.881919","5.497574","4.465727","4.511074","2.297118","1.981578"
"Dapma7bEVm006675","5.118562","5.752876","5.362676","5.472911","5.443107","5.329437","5.330802","5.288758","5.451577","5.344900","5.415934","4.972998","5.456727"
"Dapma7bEVm006676","4.907453","4.833928","5.523332","5.279930","5.036211","5.101238","4.717670","4.586289","5.226033","4.983673","5.260124","5.025724","4.972867"
"Dapma7bEVm006677","5.175804","5.278606","4.978484","5.269258","4.818643","4.996942","5.233581","5.336692","5.146705","4.830636","5.144241","5.246483","5.291839"
"Dapma7bEVm006678","6.685295","6.194176","6.118232","6.450926","6.096737","6.331602","6.164554","6.162406","6.253654","6.032120","6.249789","6.205298","6.144939"
"Dapma7bEVm006679","3.529572","4.386321","4.375946","4.036358","4.309695","4.225629","3.789126","4.465921","4.245411","4.443324","3.892399","3.899444","4.969433"
"Dapma7bEVm006680","7.544881","7.537888","7.391815","7.495390","7.416650","7.882581","7.477978","7.518528","7.618489","7.422781","7.491678","7.474228","7.271902"
"Dapma7bEVm006681","5.396794","5.300459","5.802000","5.748658","5.359561","5.517756","5.466649","5.566496","5.463301","5.508585","5.783903","5.633628","5.820902"
"Dapma7bEVm006682","8.450879","7.226527","6.495063","7.004374","7.333071","8.215349","7.817145","6.925906","7.139089","7.011964","7.146578","5.583833","1.988832"
"Dapma7bEVm006683","8.318347","8.511597","8.377978","8.427077","8.271903","8.599744","8.616391","8.414448","8.557412","8.402493","8.424944","8.412517","8.498696"
"Dapma7bEVm006684","5.376144","5.124598","5.231734","5.547640","5.029043","5.123414","5.273022","5.578890","5.164035","5.226424","5.567399","5.400749","5.478312"
"Dapma7bEVm006685","3.684868","3.423138","3.211316","3.314610","3.127534","3.111993","3.380205","2.891180","4.132171","4.049718","3.757811","2.603690","3.782841"
"Dapma7bEVm006686","8.577499","8.438951","8.507871","8.355414","8.317734","8.663920","8.425251","8.503079","8.463386","8.424217","8.460119","8.326985","8.411532"
"Dapma7bEVm006687","7.109322","7.125871","7.089705","7.349935","7.256471","7.087845","7.141673","7.179871","7.210695","7.118703","6.897892","7.142849","7.392976"
