,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B4,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B4,D06B5,D06B6,D07A1,D07A2,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
117_0033442,117.0033442,606.9326506,2263.863336,0,510.7066111,0,0,2724.338639,3654.756278,2313.704776,2359.920217,3135.181286,589.602938,0,0,571.3808393,606.6572812,0,1599.771755,1965.964825,982.8636521,11088.02952,1057.062088,1987.501326,1562.327742,1407.588005,914.4162714,1584.381494,734.8448353,1557.868101,855.9851565,627.142937,3318.620813,1769.246088,1692.372338,2090.562803,2120.945734,447.3419486,1140.236888,6144.88232,652.6884195,727.5993167,1544.352955,890.1671078,2404.725721,605.6202043,1053.349021,2517.100275,8330.516007,800.266383,2199.536924,3240.126663,1578.906638,768.4827152,4947.811732,2912.889888,1562.387983,6076.666182,5235.304811,4578.598362,1134.248453,781.4716781,0,608.7793418,422.4320328,0,366.2289927,4016.477077,1261.677676,1067.752548,687.5179254,3232.497556,470.7533767,787.1889477,790.1674685,0,627.9653982,1553.924824,1926.955581,1197.121962,876.6012196,1021.225173,0,1265.183682,630.710691,0,598.6621195,0,864.0539064,1871.088162,9891.737145,1795.659655,905.0846939,1079.464243,0,0,0,0,0,1483.245562,2647.832969,1199.679887,828.3167479,1546.681428,1026.436295,14360.59812,4388.276041,1002.972881,1200.531759,1980.798005,854.8886027,2877.948228,2458.049282,3832.26117,6344.49055,486.6996288,1031.343497,4051.192294,649.025626,715.2495154,751.5395149,1997.395276,0,2036.039531,1715.364718,1419.004178,1782.51795,4174.382851,1434.641766,1998.99111,632.031713,0,721.6868869,3326.984358,2744.815801,1375.475032,6804.291415,1709.203069,2721.700547,716.5465684,0,997.8296473,2240.536957,1446.703035,714.8183374,1445.488909
117_9747926,117.9747926,926.0166807,1085.143883,814.4691033,628.9127487,0,1245.041167,663.6977582,833.5957154,596.1117647,644.8322443,1272.683747,1054.486964,0,864.3518254,461.618174,662.0200066,1887.207855,558.49001,861.035049,970.3105794,662.0846915,711.5802118,1029.152804,671.5329519,1364.117509,690.1723436,842.0244155,750.1419663,1034.922251,845.9166738,751.8709149,1005.919806,1764.130472,757.6024254,891.9824471,711.4432504,628.4809778,948.0918178,804.281206,792.553262,1299.228178,955.1515828,779.3074046,1347.998705,695.9824424,1273.445857,705.4085577,1141.17462,925.0688597,965.6363146,812.0257775,706.2383582,655.7885524,1254.279761,640.5864106,648.3352329,650.9182706,584.8710509,1006.300132,727.6876292,736.1643471,3868.458651,686.9730214,1285.126463,1846.192109,738.5115471,812.6285042,798.1782298,782.5172656,618.3740842,908.451741,672.230652,753.0549617,952.7234619,784.1870615,998.2300611,649.3525749,624.3542578,773.4806016,767.3218162,1495.228233,1637.884327,606.1877261,784.763592,581.678594,758.4639954,2923.604398,652.5614238,833.4783092,678.1101829,796.2892217,2060.395909,617.7682043,2978.629512,677.2913366,2869.469021,564.2725809,3476.957485,713.9048301,1129.149521,791.6657715,811.1023644,967.9485064,1073.670998,582.9622309,811.8200928,1075.482357,1019.730928,785.0441739,757.5443126,594.1814227,823.2483554,774.6402892,731.3240333,2025.069402,551.5748839,597.4712017,1201.760351,2226.7745,2056.379589,650.8608295,1065.663907,677.6252252,698.7333374,812.4569689,765.6986994,1147.516388,786.1664362,920.6563494,896.6718709,1991.023559,764.9959652,718.0558194,997.5902635,629.802627,813.9887448,755.4089202,921.0848815,748.5489372,1378.420691,683.1218041,552.9073915,783.7114789,2158.059648,775.0607965
118_050495,118.050495,1358.81788,1522.668044,0,1223.487731,0,2254.521167,693.699833,556.0434269,887.8442681,728.6011759,747.0667092,0,0,899.3430505,881.9190967,957.9412374,932.2507698,0,1025.951316,0,916.5224531,662.7092887,1039.515055,830.1884864,0,743.3750609,0,746.3178869,620.8961966,0,960.8993411,561.1948682,868.4480089,960.5679126,713.9642882,949.7432344,971.5500562,0,651.538778,1276.191585,889.2961016,674.1574638,0,1112.766002,1349.09094,711.5053896,1328.590272,0,1605.913142,647.9648592,785.5195003,1128.752899,1013.416708,677.2752259,785.0386016,969.6004812,835.6203314,465.9041044,544.5362873,563.0580283,1361.146006,732.6701117,1473.24465,1882.12791,0,1178.484687,572.8627218,1322.895012,874.2241656,1297.99668,919.4028885,1195.914016,0,1456.791664,1138.736846,812.2023805,701.5399703,873.5777673,0,628.6260633,743.3359833,1015.63532,1086.223021,791.3856337,1072.811324,2301.5859,1174.919815,723.4862049,825.3098529,975.2586399,0,940.2472184,1033.189664,1023.226118,1176.507726,0,1235.813057,714.8411794,729.9917413,837.7419933,1132.282031,1152.461427,0,1099.920381,862.8898751,837.2572304,672.8404882,925.0840475,713.203081,810.8622272,927.9592964,972.053987,1097.23364,0,1060.738951,1249.646312,0,1088.361601,1455.04161,0,675.8857802,1140.656342,832.7362008,939.7687733,1479.129387,0,825.6791788,0,1211.368268,1291.944886,1201.091383,1205.538558,921.8673207,0,827.1015852,1434.819651,863.8980978,0,827.4456581,0,997.2179564,673.5346555,857.7135924,1353.242629,0
119_0491788,119.0491788,928.3438495,2528.08903,4243.132945,754.0267765,4847.648104,939.6675466,554.9571842,1149.171546,649.3606022,601.8692601,761.8004478,911.8928149,5125.69888,1091.353897,894.4050957,657.790281,934.0092576,1017.193482,753.2011934,766.4403228,1320.791612,652.5371952,715.8952366,466.9401361,4644.378508,1418.369605,530.590173,1560.221763,798.5121009,864.5036904,925.9016292,862.3353721,0,723.1875226,633.728808,489.7642974,1043.968108,2069.891803,775.0865864,918.7981445,0,738.3672585,1390.12748,1127.642941,600.4437107,511.2314083,679.3606955,730.5205721,1096.333059,598.2110138,793.4845696,1106.881673,486.4920836,728.058471,721.1422509,2033.478729,552.5001706,623.010003,544.0414395,551.6444223,713.0229195,2288.879452,791.7986228,1177.305554,658.235708,756.7171473,767.440405,811.8503459,1005.863587,665.5430307,683.6531003,568.675354,793.3111613,847.1240108,676.6946707,850.3913872,483.6422813,437.9842437,1516.0176,1043.060375,1795.023944,815.3874505,668.0846783,561.8739558,933.6269527,1745.323757,889.7894019,682.2447675,559.5079193,875.3844461,679.1000187,752.4941731,1086.07846,680.7864934,1123.485633,1145.135887,724.5061897,844.7775508,590.3356966,878.2994877,523.6458253,694.3756051,550.5729566,2312.306907,721.5364194,818.1494912,517.1255252,803.1439318,526.3893659,1406.046464,0,530.1016691,808.522385,1636.633823,871.3077723,548.5665133,731.8398864,2980.381183,955.7514873,5610.116919,520.6751725,1430.474176,0,325.7163982,734.0652294,517.6520662,0,680.2211549,1301.206228,1619.244254,956.8538463,957.972065,1223.669522,543.2173669,506.4164008,765.3402038,697.0632506,616.0083729,618.3418714,7803.919175,1101.687295,626.5702695,779.6558375,793.7853844,0
122_0236901,122.0236901,2410.559776,2291.486407,9536.538501,8928.031075,5281.972965,5069.452438,2466.163732,4220.686147,2877.877851,3145.181374,3303.293926,2252.241816,12241.54911,1839.544998,1389.220867,1974.276002,2041.358481,1302.265231,3510.439101,2100.147592,2830.362702,2997.764179,4770.440341,1703.86574,5434.055017,4499.563515,4792.202101,3687.269668,4052.257504,2769.33516,3224.723426,2913.346877,3451.373241,4968.089185,3083.140544,5908.491029,3410.68603,4174.815546,3969.70439,5328.342509,3141.269559,3020.468299,4365.65315,4065.165554,5986.353974,1655.728595,2775.343359,2847.258326,3386.702646,2866.467804,3678.957476,4603.237599,4575.927247,5282.555982,4113.287319,3630.622689,6963.725102,3498.988188,2271.654981,3262.210974,2720.751857,1077.321924,2540.274702,3310.067585,3028.364332,4887.493777,3269.498631,3499.847266,3590.565967,2229.337566,4164.414839,2582.518393,4882.336594,8927.702433,4742.315291,2113.097907,2711.702082,2929.068404,3595.665578,8569.140945,3723.302212,3348.823564,2824.472591,2007.752487,2661.431174,4065.37733,2564.689701,3084.335085,4001.892469,7802.043443,4248.936876,4058.490815,2551.458097,1720.74631,2253.509949,2285.704863,4605.883024,4971.305483,4471.618938,4601.30567,4282.892113,2852.893222,2803.115213,3408.828577,5062.501064,2423.564837,3533.188751,3175.972208,3996.177816,3341.941051,4458.553373,2798.761031,3650.298315,3754.987463,2794.693526,3580.326166,3994.942356,4305.57428,2878.05642,4913.253933,2237.9292,5970.85751,2884.032199,5066.047549,5916.841138,3432.37332,2520.712889,4024.629481,4637.66897,3392.586321,3158.027913,4837.233549,3132.343508,2922.69239,3368.442618,4290.341274,4317.552246,2778.501434,3719.703691,4238.719638,3138.192639,3468.329261,3965.991362,4576.090246,3538.204223
122_0712779,122.0712779,2338.34198,2006.311524,955.9374519,1784.952184,1633.895239,1221.881388,1145.493697,1812.270592,1951.641486,1366.928302,1763.03832,1732.731608,1220.627673,1966.341664,1514.747685,2591.080222,1130.94428,882.3395866,1369.790415,1812.551141,1562.9385,1038.514495,1832.583647,1327.251645,1494.271211,2133.370351,1409.393419,1023.555021,1593.476947,818.682477,1284.033086,2014.498312,841.1506233,1487.431061,769.840645,926.5643331,1719.974799,1457.090135,1372.12948,2085.731711,778.5358242,2064.902464,1115.884368,2469.891344,1478.101449,976.7271689,1367.183885,0,1619.030587,1132.355442,1117.459203,2023.251246,1810.987409,1574.391996,1390.469793,1997.563965,1858.193676,1676.889219,1101.732355,1789.102839,1757.123748,1778.760054,1448.665637,2631.917303,703.7291451,1834.91049,1495.895028,1378.596751,1970.549615,1559.610288,1919.462685,1877.697898,1540.379696,2066.1828,1300.80662,1244.371803,841.8073044,1164.700175,845.0739805,3135.047725,1129.407569,876.1104996,1925.02133,1900.576465,891.2494907,1972.187402,1235.683034,2007.276411,997.2664654,3036.494619,1526.187184,649.6529354,957.210121,1078.048227,1465.188232,1102.612549,2199.301567,586.2905443,1693.19938,1684.439397,1885.995872,1528.550277,758.4924763,1309.247271,2294.725471,1406.330287,1294.960523,1187.40856,1037.447442,1474.734256,1423.354281,1324.913308,2962.311051,862.6725152,1176.942933,1283.724512,4006.64609,1796.265587,797.9037485,1923.183616,1273.533295,2108.230512,1535.235189,1016.182482,1753.825569,992.6188374,1055.779051,981.3991624,1894.384184,902.1915988,1127.231902,1168.67294,1618.5817,631.2455764,1754.810793,1703.258421,1638.635301,1427.302013,1306.745857,1179.990264,906.7778325,1672.851414,1226.942207,1454.778081,0
122_9911897,122.9911897,588.271598,0,0,1233.842626,1204.510969,1016.210434,0,561.3239985,1030.840396,0,511.9265215,764.0768697,0,0,0,1058.046834,0,0,423.5375736,620.3962669,438.391456,312.5259198,796.6093818,849.9324242,783.0286967,505.1630125,0,548.3969994,0,0,721.4864074,0,1027.21545,713.4609399,815.1091972,1225.337498,0,690.319069,437.6449646,809.5058445,0,682.3623012,1230.697491,1245.634157,1523.061811,0,673.5908367,853.3360333,761.1552733,565.4398864,613.1568519,863.4522394,764.115625,980.0100733,1887.804387,1415.966203,1336.066391,941.9785263,508.7021199,855.7341895,1260.083432,0,938.1317102,690.1942359,0,939.8603,513.1195029,1105.226173,1940.558551,1033.801032,1778.692515,791.4310523,0,678.6329035,0,638.8399759,472.426023,813.981848,992.8451179,2339.937681,2168.111225,987.6952076,853.3609181,532.296436,637.9703997,971.9461595,0,719.7234297,712.810246,2210.293989,867.036119,0,677.4993642,0,714.1617916,0,520.0392646,0,834.0057871,1456.324673,900.2237319,657.6466959,793.91354,1632.743555,2733.597632,760.4152853,874.7025397,1328.866143,892.3345445,1119.29312,869.0981057,903.9048825,1720.540456,1386.916521,721.0649542,1394.525734,827.5017711,1030.875297,740.7354804,1632.565833,731.8639886,1974.269443,570.7463086,1271.294206,1684.296893,0,597.3949045,610.4372445,948.3733799,680.1675087,705.8758203,768.1006788,822.0916127,0,915.6571031,928.9368912,1021.417431,0,801.8923306,0,752.5276625,536.759677,1134.091179,807.6818204,537.4543345
123_0108232,123.0108232,947.9948957,1409.035993,865.1557712,546.208738,2138.760246,426.2305649,1227.353027,2197.414504,1529.764222,1675.51662,793.7536872,585.1757923,1625.888878,0,589.4155774,768.39229,650.1001623,1654.741031,612.9058243,1143.778268,1431.612914,463.702153,1063.176105,1099.949722,2903.251669,933.7448234,884.5055766,802.120388,1294.694441,0,0,703.1313916,994.3941159,797.5956693,1363.798292,547.6551398,533.6411484,753.2765221,1185.253732,628.5444916,1074.150872,0,948.6283608,1093.21097,426.9360669,672.9784065,1122.563446,571.8250902,1347.677843,847.0522144,915.741209,887.1825005,745.178591,1289.494377,617.044207,1646.99349,1317.169538,1759.147462,1561.978331,772.6607648,858.317964,1029.689092,560.4902649,924.0607437,1108.470173,0,783.4792282,724.4684024,601.1327425,680.0422283,1581.634797,1023.846478,937.0544143,757.8199494,529.4916313,469.955236,645.4809452,1436.281635,824.5218815,813.3975877,1019.661066,503.3838193,1025.263968,586.319819,0,726.0759069,0,409.3369805,962.9161418,2965.631318,581.9748104,764.3977941,439.2568896,0,458.7250554,0,440.932916,0,1066.180467,1100.894087,1050.901848,577.0021148,710.6443726,1164.653689,543.5382797,477.9050246,434.7283793,547.8338769,574.7645762,688.9428252,1588.11934,1332.189953,1676.612026,2073.309116,0,502.254109,1709.08501,0,560.1047052,760.6036574,805.8727819,866.4628164,1302.459859,613.6777221,620.9841507,1067.789789,2497.49689,895.3160961,794.2667328,0,490.367524,778.9355151,1321.615817,1842.761803,828.0738105,790.368602,980.5206798,986.3529475,494.2286449,1944.565976,399.275948,610.4342877,666.2293784,836.3323199,624.6208917
127_0501267,127.0501267,4537.46681,4855.055826,1784.984151,3996.196473,3005.528053,4761.371975,1699.80697,1721.526899,2263.954347,1718.684497,2303.223095,2251.139986,2060.950328,2646.546496,2478.587431,2470.60601,2486.586997,1090.046021,2603.580402,2307.177088,2317.852367,2219.730533,2553.289784,2549.56809,2906.832749,3347.730524,1845.565805,2746.739258,2301.429874,1912.858369,3204.524122,2655.697593,2278.522364,2718.705028,2286.164795,2656.415664,3022.604245,2701.916156,1665.354484,3529.257879,2721.807232,2481.754448,2855.349919,2749.797151,3699.093734,1721.454409,2578.60178,1647.150822,2884.503498,1507.469335,2129.488566,3091.930865,3095.255954,2075.940949,2539.680159,2889.820667,2157.318169,2074.436888,1680.901777,2832.869782,2825.906971,3211.282044,2913.494769,3628.892341,2199.728073,3275.75053,2147.244329,2721.705039,3376.538689,1991.493095,2270.00907,2834.805581,2529.967152,2730.951015,2590.536138,2336.987625,2475.475542,2184.219119,2285.165678,3443.259566,3335.025451,2745.325787,2662.08889,2638.306352,3389.571514,4493.996962,2394.10305,2968.670937,1815.167083,2943.435798,2143.962831,2172.445586,2103.16593,2272.366241,2641.848725,1923.204374,3279.210229,2229.64053,2206.871385,2563.771476,3501.591233,2691.615409,1986.198257,2384.818438,2921.400478,2041.222184,2247.844859,2942.464261,1999.850718,2764.335953,2515.511517,3217.84859,2783.8406,1720.215943,2981.130251,2663.972705,1772.413254,3991.123589,2683.232567,4380.232006,2262.369732,2996.509851,2146.453226,1903.031966,3047.787422,1777.835548,2159.409106,1940.548822,2882.932457,3869.145039,3028.146588,2981.175511,2343.984829,1488.649761,3125.027914,2023.513497,2227.022663,1831.15749,2624.616311,1818.332524,2854.585255,2333.698149,3048.681591,2665.258658,1832.780127
128_0348006,128.0348006,1349.455846,1406.403429,1395.345647,3759.15234,7184.29904,2479.558046,737.8495653,0,976.0142253,814.6949623,0,1745.191598,2060.374974,706.8057035,1709.885403,818.4136154,2019.207493,1199.425404,1835.240358,1539.267158,675.5201802,372.1876605,1298.046564,1629.565791,6888.238854,1692.406515,943.5092074,2917.882057,2431.207375,1518.99016,1328.58771,1452.363556,1260.823025,4348.219656,1061.851703,1611.239262,737.5685802,1322.85962,1493.087401,1088.965996,0,0,1240.858793,1696.591764,2113.709896,625.4476473,2191.728757,553.1197949,2548.383301,725.7933155,839.7965871,1581.612015,2444.380003,1716.796504,871.7256341,2927.273788,577.5597372,878.5082855,555.3968267,1090.2823,4514.456411,7666.103296,2130.435813,3947.066207,0,2639.260206,553.853561,3678.736869,1770.822572,4171.26476,1450.140169,1695.894667,0,1032.250495,1177.747312,2009.153784,1280.222727,1094.776924,717.1967564,4618.358525,2049.309831,863.0621456,985.5876059,700.3517849,1591.197519,8657.20867,1968.280272,4044.450019,691.0491647,2147.165739,1274.634495,0,565.5979369,2831.610183,2046.038428,0,1516.119307,1569.173353,0,498.0187215,1153.338046,2466.083545,883.2942598,2453.358282,1992.254348,932.6282795,1072.766186,1695.392649,0,2937.215107,2595.932368,0,1970.849689,1435.034917,1486.103644,4217.054499,2243.866826,3616.641254,3300.199958,4979.349399,739.6590746,5947.275639,769.0060322,0,6426.972576,1195.996795,751.328658,0,2989.567788,2128.870148,1000.297754,3037.343807,1092.352975,739.9215271,1057.801385,1012.767763,1481.488103,985.5773441,3440.042876,0,1740.435033,1887.677418,1099.822941,5316.317547,0
128_958413,128.958413,742.6533247,478.8071807,0,482.5420178,0,643.1983082,730.3948165,660.2030272,460.6961222,1041.251707,682.237578,761.0445457,0,626.4091578,605.8315748,779.319806,0,1064.488702,552.7482068,902.996989,568.9930094,517.9348892,658.106632,627.8959907,0,540.6428411,551.6933612,418.7747409,971.1173582,697.3595919,566.1049567,481.8585669,0,558.9411394,620.9038064,839.1438501,724.2869551,880.1898943,736.1396428,572.8202888,0,641.2443696,584.1686743,968.116044,437.1474979,776.607068,712.352837,505.7370056,705.9896513,619.3109672,821.0671137,370.4180459,774.1144155,702.7511181,340.5120731,0,377.1612589,573.0733811,593.3952609,0,484.430614,1244.783849,798.3131578,513.7283034,0,655.5707967,388.9339047,835.9979409,488.6027493,765.6064958,374.7862128,920.0698307,958.2926934,1339.642318,741.856671,714.3212673,466.8772911,690.1587163,596.2525473,429.7563757,1180.559812,474.2155736,722.7592817,1299.735427,963.1938843,947.0814399,756.3695568,599.7169171,609.3216203,665.7435652,823.7521717,0,517.3009517,627.5118268,945.1359066,0,533.5907886,612.832516,400.1172264,512.099565,442.4757541,782.82833,703.0114493,0,0,540.3207202,1081.370039,738.1784353,759.1959297,771.9288518,479.5106088,377.6818668,858.7596601,535.8713017,484.1124191,488.1247328,0,725.1763371,0,1066.405117,593.4473701,0,686.8455567,559.1197583,545.9598136,0,493.1884138,519.4425511,696.0655525,950.7858448,0,421.4514623,439.8848093,512.8268943,0,0,764.7726719,762.437846,0,0,543.3684071,425.5223615,447.1079682,0,568.9354754
130_0040009,130.0040009,387.9047673,1025.031468,0,0,0,336.3064373,1520.608183,862.0155565,715.3851305,1313.429874,1123.299599,0,0,0,0,0,0,1199.425481,982.8316309,849.1994587,1059.169445,871.7135578,1135.393084,573.2369562,663.1266245,508.1528351,846.5660981,607.255247,1081.353489,728.8636445,501.0791159,939.7509321,833.4836887,854.9030787,727.5254481,1196.964367,499.5909625,738.6734974,1244.861758,418.4167486,745.5449271,1365.325177,795.2816531,1120.193225,592.8661333,1096.189376,927.9887198,995.0191462,697.1543083,783.7246835,1254.263488,657.6306421,665.4223393,1594.166556,837.7179487,957.024518,969.5742716,1173.018578,1372.855632,707.7567728,0,0,464.984082,0,586.3113838,0,938.9484873,960.9967578,899.4809833,815.9333547,991.824099,515.9591723,0,635.2546144,0,493.2226316,829.8057286,1137.272397,980.8142241,705.1727742,0,0,429.7779997,619.3638614,0,0,0,732.3437792,1077.173614,1499.125659,898.0108945,959.8860991,622.2332804,519.248146,0,0,351.0106565,0,556.2069294,1824.33879,799.3409932,780.9114269,1028.386776,922.9785405,660.0734083,661.9517302,985.2070145,1155.512703,1998.643777,707.5161255,896.5053569,689.877991,899.25652,1455.423458,486.9535682,871.2956654,1124.718198,690.6841057,747.829607,0,960.4967171,0,1047.262489,1333.944538,951.0885204,790.7712983,1271.084117,571.649804,1219.065766,778.0094418,379.2669128,568.1243348,692.9991959,847.6203223,691.6681912,779.636462,837.5264749,1295.760009,0,1562.160281,894.2746495,669.0439825,873.3658272,887.8741704,959.6888692
130_0498117,130.0498117,940.5016142,997.6922029,0,1234.647771,1776.044982,1104.281771,479.7311797,869.6555136,635.0341244,695.9724136,760.5745459,818.2455293,1425.717353,762.5372487,681.3754368,1025.488263,987.7832132,894.0916212,823.7854496,728.7898894,807.1640488,669.7901641,937.7433348,706.4640296,1247.215206,1049.929537,525.6845769,932.886971,1039.584008,735.2424604,1012.853408,767.9838938,622.7911632,1008.998687,586.2636784,584.8463828,896.0522251,941.8168513,655.8387664,1087.56701,677.1102685,813.5611544,824.2573979,867.6867512,985.8573392,643.6152501,672.5467988,735.9676017,934.7183021,556.5745635,699.6899231,908.1790659,751.8984207,759.0669616,702.3733392,1050.932109,649.4317424,742.0627272,603.2408911,706.9958403,824.7919146,1772.58694,968.7152026,1161.891884,695.8515899,970.3566421,614.9858179,720.4496623,925.1572923,737.8922268,899.9260252,671.6029484,1067.11282,871.3726247,847.0561319,888.2541872,572.1782663,528.67667,663.7862251,1238.297006,899.9928574,841.42965,847.662707,901.7739013,862.6798711,1705.283085,994.3684676,868.8371658,640.5145576,904.7474592,698.4775491,756.0330478,723.9145058,729.0875234,894.8179849,844.8069253,1087.197239,681.0563071,790.0425298,921.8405928,920.2803542,706.2845211,636.9488522,928.7043077,1260.819955,794.0171119,830.4276472,1015.069791,884.6404845,796.7446902,735.2436532,837.704104,986.9708091,784.1738062,851.3902299,928.2669748,1151.692198,1221.886998,833.9560906,1609.342511,937.1195087,1001.707481,667.0774431,605.5988434,1135.536382,696.3647374,754.8363214,1001.68566,1427.777606,1300.737361,698.1156003,1344.721927,1118.268777,0,777.9020679,937.112573,817.0725981,659.3243498,809.9201042,0,820.706911,771.8682585,838.3129254,1150.099,691.1473992
130_0868072,130.0868072,3860.4296,0,7181.429731,0,6814.690215,0,4736.311977,0,5511.756216,5651.428307,2856.919904,5794.324803,9265.308382,5430.408617,5417.546932,3376.48834,1701.140079,1450.301852,4966.401556,3200.766633,0,0,4048.847505,5153.120052,8136.798617,4137.817756,5024.522288,4402.61098,4432.0445,4365.617951,4753.684629,3940.546146,7641.160748,4448.786726,6726.95772,0,5123.833334,6278.137293,4738.325745,3702.968181,0,4779.647886,5160.517789,6632.132385,0,5245.019618,6005.780343,6855.628386,7718.482135,7026.718194,5206.059926,5404.44967,4578.249116,5078.158816,4475.255366,6111.73887,0,4907.11008,3993.582624,4180.275401,5758.86089,3632.577248,4436.020829,4516.426552,4316.471128,4304.399889,3182.431512,3658.587407,4337.830372,5309.368484,0,4915.325235,7845.629069,4294.50554,7060.226588,4918.45202,4159.76003,4757.805522,5103.277976,5286.032273,7898.165108,5123.911508,5071.068269,4284.252047,3892.940253,8415.724876,5946.230956,4212.162621,4138.344088,5724.516789,5697.640348,7590.085466,3760.470639,2978.828821,4937.686874,2665.416555,4202.67743,6350.907794,3147.390611,3950.576703,2832.981449,0,4093.66287,4671.38701,0,3923.64278,4292.890136,5306.735792,6162.508906,5189.490342,4806.839635,4913.438609,6453.741645,6247.322068,3842.706009,4796.982085,0,5401.980645,5634.358038,7938.726968,3981.737247,3770.129615,4226.345958,4174.180027,6401.52391,4222.954001,6585.497764,6701.855241,5734.691106,5238.234741,0,0,0,2023.69382,5016.495375,0,5020.845848,3168.471827,5918.786207,2194.093434,4041.243093,4685.484865,3475.601958,7219.442842,3677.559256
131_0450664,131.0450664,2389.431443,3003.203873,1859.631945,2804.185784,3104.479195,4529.354956,1110.376744,1990.996364,1987.176173,1296.98244,1159.643376,1592.923862,2260.830147,1723.89276,1687.075641,1684.139442,1546.459488,1797.267098,1661.681752,1635.088603,2089.829918,1717.479932,1973.182019,1567.660072,2972.733597,2077.317712,1312.229653,2271.197798,1572.932131,1323.575352,2031.027308,2035.082857,1902.184123,2154.193608,1596.552488,1957.26288,1978.157998,1921.714287,1191.24026,2368.665926,2866.402325,1457.468155,2198.054167,2196.533256,2873.254157,1377.886463,1739.661579,1502.723652,2331.8013,1147.174785,1592.286217,2271.805227,2165.928132,1384.514796,1819.754281,2506.046687,1811.17139,1354.656294,1005.254943,1756.930626,1932.167337,2908.642656,1808.571729,2167.597138,1467.055052,2382.112299,1677.065502,1909.482349,2032.977309,1823.848265,1850.750104,1673.262767,1776.726285,1658.762655,1576.866911,1485.455061,1353.195128,1319.221831,1905.911805,2711.477,1595.343551,2619.263676,1504.523111,1518.968812,1906.288363,3255.416986,2398.753375,2083.102854,1501.034705,2335.355226,1279.798887,2121.973455,1808.625119,1796.72937,1522.249092,1388.174183,2398.712225,1892.578817,1779.754119,2127.662596,1983.979825,2077.758278,1295.764896,1745.503833,2957.556191,1662.316736,1536.277706,1743.109992,1263.015691,1528.900964,1785.105986,2276.8997,1858.777549,1164.252935,2878.690413,2271.352947,1819.092609,2458.066029,2089.244326,3294.420802,1392.80454,2154.8493,1439.222632,1397.409694,2201.318117,1369.400422,1528.984772,1646.05477,1984.542942,2309.040606,3406.940207,2647.409219,2099.523721,979.2470979,2466.451281,2136.058213,1828.204499,1159.449725,2015.440447,1827.898446,1746.481231,1789.15762,1909.170769,3360.381369,932.1099812
131_0894885,131.0894885,1814.940021,2023.970724,2509.737174,2959.726461,1727.081101,3654.02201,967.9550599,2455.752479,1267.060401,1254.598843,1671.4338,1495.02342,2651.051442,1257.541249,1190.719323,863.1320517,0,750.7868975,1362.829759,1017.07613,3225.346732,1713.7315,1895.789649,947.2422463,1841.058672,1546.001697,1235.206975,1476.979363,1459.254062,901.5829701,1389.735003,1619.973429,1831.811466,2329.471611,1236.602667,1909.226412,1363.985538,1430.455827,1488.863237,1927.143613,2776.582689,1312.042808,1788.570078,1316.938437,1998.561592,954.3628789,1339.441323,1846.088828,1556.457678,1226.902762,1539.094406,1653.234647,1462.362594,1148.343465,1724.836194,1758.103502,1911.445154,1366.592777,1095.630389,1274.08627,1408.848567,0,985.3084527,1540.289979,1292.908899,1446.547626,2120.118122,2165.336204,1783.669168,1113.997778,2179.393066,1038.767715,2145.461462,2379.822754,1536.084008,1134.662733,1123.29105,1266.782508,1767.692237,1655.162971,1337.649051,2675.907221,1389.470223,948.5774719,0,2131.619343,1317.581554,1900.598993,1564.58951,2377.838255,1177.653325,1966.308373,2002.3531,1030.035955,0,979.2206362,1685.046828,1679.296827,1730.197551,1932.79863,1430.22697,1353.479535,856.5636072,956.4777139,2952.243151,2080.66077,1450.225515,1465.221037,1348.648153,1275.017973,1541.535625,1638.022659,1459.458858,1439.837686,2214.85021,1551.005933,1243.747378,1305.872172,0,1260.67403,1041.990817,890.0739738,926.4758335,1416.388916,1469.839716,859.9867076,1022.938649,1385.073574,1764.71976,1902.021111,3073.450867,1863.638789,2317.933144,0,1211.473191,2273.509148,1037.841054,615.3049251,1154.198273,0,1483.983814,1558.958441,1623.432709,3184.420224,1126.420539
