,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A2,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B3,D06B4,D06B5,D06B6,D07A1,D07A2,D07A3,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B1,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B4,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
63_02269951,63.02269951,3146.724929,8060.88231,2761.066938,3887.293333,3207.886665,2863.874658,7970.228428,8083.9839,8362.151034,11296.69805,9804.625424,5765.628423,2450.210812,3325.174283,3337.907014,2289.759827,2858.324799,9997.988802,7483.048041,11388.07069,8721.170569,8144.747056,4690.989673,9111.857447,6396.441482,8521.993015,6138.851645,7805.905238,9189.024427,4480.657783,12412.85296,8889.526875,2398.357463,9673.116299,8097.428258,5274.58305,5412.615591,11191.86047,5934.737874,8442.918872,8461.331092,8520.599483,7968.82225,2057.87904,8947.665677,12324.37543,9671.99496,7248.598197,2525.542393,8346.635604,8309.790277,5021.918779,17154.37908,10396.99072,9758.379421,4188.366157,9273.084378,10010.15025,8266.290195,3305.901349,3606.413209,3390.761317,4473.718136,4069.568329,1094.685738,11384.96359,7716.54385,7409.362669,8173.676766,6906.221394,13214.914,3104.850036,3264.837231,3150.182506,4079.84169,2376.320931,4783.925928,8775.58245,8846.870541,9238.09047,6713.499051,2472.397294,6059.68659,3880.464783,3129.468502,3706.683345,6878.08796,2155.755245,4041.705537,5523.613544,3403.448853,10818.4825,8079.397066,10048.68466,7868.283716,5015.553354,4298.906531,3000.083266,3362.205323,2471.809201,3747.972387,6183.251541,8996.573728,12423.72195,7222.254366,10388.72033,2752.950638,7507.762043,9901.560769,5887.630923,6052.212879,9839.136114,7086.401582,9609.961127,9031.948138,10347.65935,15670.66422,5992.197449,4510.661032,10132.98803,8087.986322,8387.059731,9285.059154,4471.433424,10810.31097,7466.157152,10412.47197,4069.826082,4340.970313,7444.171347,10469.38739,13435.71654,12347.7434,6539.982558,3119.517362,2490.472757,9343.842615,8791.323755,9124.280646,11574.70682,2170.415075,10520.7574,5777.604903,7408.148823,8938.300581,11337.70989,8011.232425,12856.71532,11989.89542
64_00707918,64.00707918,2925.528894,3749.379137,2487.977454,4471.157043,0,3590.217097,4012.86406,2464.167577,1896.457087,2767.319134,4361.01789,2593.442326,1586.513704,2942.530675,4711.934692,1717.361704,0,4223.677523,4066.162266,3526.989076,4538.092316,3412.400516,2946.199749,3685.942726,0,3507.684152,2166.387495,2681.37771,2206.041405,3951.095725,2697.63781,0,0,2890.147021,3363.326555,2768.598071,1356.920154,3190.396803,1791.509165,4919.505049,2525.949814,4336.044852,2589.576013,1358.38322,4197.98653,4235.961216,3736.572268,3852.376828,1724.688196,2280.861865,2535.504957,1386.727121,5522.737165,2699.850447,2765.399837,2668.669389,2033.997063,3347.757717,2659.376256,3693.416385,3027.383719,3191.640589,2566.76238,3091.292411,0,3317.34025,2661.618869,3719.28523,2667.842102,2320.454981,4178.097394,2359.378409,2773.061086,2622.090075,3019.951504,0,2700.645131,3876.32242,1922.663639,3514.325851,0,0,3468.763776,2141.347328,2495.067391,2099.337338,10511.91565,0,3403.95794,3163.374332,3300.532423,3893.663406,2834.209271,1750.642422,3986.561934,4245.801232,2311.003622,2197.490592,2744.292222,0,2451.744739,2902.653231,4495.682746,4861.068338,0,2634.894138,0,1843.951233,3096.605227,3495.561863,2418.788719,3911.346635,3075.453511,3203.758553,2339.323539,2861.030421,3690.716218,0,0,3775.182908,3666.93619,3374.31336,3291.26534,3394.441532,2782.604342,2813.933199,3159.087786,2486.699882,1414.584692,2485.484129,2911.531636,6408.627397,2798.875986,3025.900025,0,1519.282817,1912.485461,2329.657682,5613.070055,4881.034313,0,5158.28566,0,0,3490.468717,3376.82456,2598.555683,7674.345174,4600.223024
64_50471593,64.50471593,2338.263166,2980.011707,1627.02388,2770.572477,0,2875.998348,1929.566365,2411.989602,2123.528266,0,3122.930989,2735.13933,0,1440.14994,3821.43677,2164.725735,0,3407.963311,0,3353.478413,3381.312873,2547.259062,0,3076.580662,1976.25384,0,0,3467.299801,2342.754705,3748.727171,4160.360039,1527.18253,1629.610689,2308.527602,3393.777328,2355.141422,1900.051718,2432.388024,1558.030462,4084.620731,2255.945273,2878.980085,2639.955054,2103.437341,3164.786635,1949.284887,0,3998.465296,0,2583.57611,3147.912097,1465.5217,4006.852095,2204.532795,0,2854.973848,0,2923.151356,2604.930385,2494.230124,0,2807.849169,3259.893061,2092.153817,992.4454954,2409.734864,2165.010709,3009.253433,2866.797553,0,2914.017368,2219.477988,2726.223121,2583.247845,2990.647541,1804.17229,2108.736512,1990.825613,3493.457471,1664.303511,0,1855.931644,2657.855879,1651.258301,3299.468941,3176.406039,7160.254106,1434.786732,2403.567006,2083.324986,3645.022777,3694.206479,1969.583871,2180.995768,2803.138449,3310.38987,0,2748.541967,3087.902134,1928.167041,2505.141117,3362.888404,2218.283222,3806.315469,0,2027.903738,2163.617667,2841.064954,2877.283904,3302.46619,2542.531678,2747.161871,2965.638131,0,2781.924497,2619.286522,3619.555727,0,1749.810499,0,2417.498195,1857.422458,2934.264319,2803.303324,2125.219786,2278.433238,2020.434796,3279.636765,1965.053949,2542.471006,0,3959.236674,1822.408409,2798.213911,1629.603402,0,1888.909366,2044.920881,6789.166926,3476.375402,0,3120.59813,1433.53996,2075.448144,2125.353206,1787.185446,2618.88738,6768.992516,5082.301958
64_53159603,64.53159603,3710.222116,4675.416692,2147.823545,3993.592701,4668.094517,4193.638282,11141.35465,13435.621,8472.881988,3412.309728,8210.523508,8917.657243,3962.468064,3127.778696,4688.006589,3237.305,4827.445634,13558.96847,9331.993172,11024.51601,9968.691432,12566.35755,5578.706134,4174.591394,8098.480369,10421.06669,9357.924099,8302.909546,12351.91503,7684.171689,9948.809327,6569.860357,3840.110411,14246.72091,5227.868903,7302.187833,7081.973247,8250.706397,3130.125173,7493.192897,9086.22396,7293.516709,11271.66618,3240.829606,7638.699704,16113.04534,12764.23365,13902.34266,5032.219854,10191.77002,6993.136593,3815.247103,20157.31033,8575.684488,9224.630347,7479.379985,11200.60682,8379.65284,6693.200695,6584.083411,3924.39082,4243.376158,4669.585805,4803.383701,1888.994216,5442.082581,6281.520491,7794.520697,8080.303667,8858.870733,14820.69835,4165.568582,5231.597112,2031.949435,3304.190959,3211.151774,3018.836705,12618.74689,0,7439.36731,6928.486739,6031.24701,6151.123738,3574.851363,3819.807703,4439.324872,2868.181186,3183.4106,6096.02731,8383.740635,5389.384637,10965.33474,8047.983887,7428.128567,4929.101966,3854.242877,3366.33614,4014.280769,4798.249521,3897.131612,4898.435353,7589.956618,12524.35587,16393.32465,7739.38058,12068.71523,5620.721202,8685.12671,10993.31868,6651.510119,5826.918574,12250.41953,10571.06155,10100.82537,8882.667132,13314.05473,22238.7238,8222.045109,7792.162198,8919.743078,8635.679228,8664.1568,10746.71153,4924.981926,7999.228063,10063.08657,6073.865873,8570.395509,5787.564537,8583.812858,9767.822728,10977.65274,10256.6997,8931.735302,4693.881078,3475.222344,2654.097834,8946.960568,0,16621.4589,4561.436984,12565.62246,2644.563938,8230.063613,6966.215942,15660.92291,12290.94287,3869.826774,9093.389075
64_95485049,64.95485049,2080.974786,1998.999198,0,2185.363414,2174.875814,1833.350642,1816.282438,1625.825085,2086.642918,2662.084083,2276.173493,0,0,1506.117071,2637.669097,0,2113.252488,2411.896049,2291.383259,2282.934934,2627.763273,2183.513976,0,1887.012037,0,2094.820942,0,3119.604286,0,2282.633316,2551.584298,1756.713901,1453.360779,2308.379079,0,1830.501093,1728.013891,2327.339775,0,2678.261212,0,2175.995232,1864.603284,0,2610.715524,2707.134168,2624.361497,2021.008001,1751.361686,2069.823956,2240.220483,2142.326036,4020.668145,2150.430432,0,2098.933991,1784.407385,2056.66112,1957.71985,2203.020093,0,2974.941868,2118.96208,2127.724875,1013.718645,2158.781635,1948.076766,2036.393426,2279.877819,1804.351981,2576.140767,2030.765894,2157.252722,1692.35102,0,1533.976183,2409.450584,2280.11543,2152.682825,2405.500021,1714.330636,0,0,0,2382.335528,2392.365902,3426.773822,1365.853087,2680.737688,2008.805685,2079.195437,2441.412837,1823.799533,2443.096156,2992.871119,2972.378887,1730.146045,1535.976627,1930.71667,0,1907.163508,2049.604462,1944.868595,3242.078927,1802.973582,1992.392664,1722.556497,1879.651871,1909.202693,1760.65087,2218.30673,1932.878294,1537.113995,2450.445319,1955.282915,2251.516417,2319.684027,1822.855956,1948.140402,2132.043457,2320.197242,2489.210103,1925.539335,1614.475226,2305.327529,2016.551976,3216.030749,1868.575601,1530.859637,1903.936138,2038.973506,3248.623144,2093.463635,2023.69408,1260.572791,0,1582.884518,2130.99138,3966.21599,2972.206542,1484.274163,2879.475133,1574.648713,2015.662336,2258.243658,2719.308091,2078.80292,3879.404063,2530.399056
64_99673068,64.99673068,4941.263784,3218.824326,2896.013559,4214.272023,2287.699637,4837.131841,5901.207816,3840.99211,4939.186756,9264.744252,3076.81994,3164.241798,5052.669086,8416.218672,8163.851503,3209.480552,3018.811936,7310.203685,8991.336986,3413.764641,5791.081378,3026.667056,5723.475683,5110.648816,2825.095368,4814.503495,2931.704802,4159.520444,2774.005324,3876.733605,3918.250229,7275.704101,1324.732224,3192.635961,3294.445683,2551.381597,2799.025469,5329.119792,3481.832352,4031.929068,3699.438144,5024.629829,2987.309035,2133.207731,4699.819258,8869.166609,4756.60741,5565.402345,1903.280572,3776.460658,2933.136203,6716.24707,3824.253777,3566.332537,3958.138403,2417.875467,4544.67402,2878.401256,2698.169107,6505.84013,8348.722532,8760.07556,3486.977967,3629.958901,1314.757993,5014.897869,4748.896538,3877.903701,3249.356971,5609.69559,3801.71135,7540.988051,4343.353673,3522.144178,4045.403961,4339.226747,9923.503527,7310.217452,7100.250412,12146.88662,3767.068735,1911.833447,4549.755475,2944.341294,4427.864477,4829.981212,10314.02582,4470.024802,11605.19421,4570.945612,2328.060112,6233.464744,2955.848797,5351.649991,8594.541082,5919.250934,8541.708371,3678.430901,4370.389203,1968.650398,3307.505369,3627.148196,3335.384644,6678.994007,6183.958227,3775.737271,2396.432765,2314.03421,3785.528226,3829.244496,3034.568643,3052.115455,3329.069113,7075.048294,3421.303814,3576.428237,4286.260391,2294.85343,2677.383801,4340.171964,3915.877075,8278.537229,2766.13557,3110.75447,8231.106269,2069.127114,9859.398253,2807.420824,0,2459.849551,3247.499265,5362.964845,3132.316056,5067.313864,2004.902615,0,6226.747059,3780.075765,32959.17811,3184.502579,1786.0238,5008.872485,5593.276473,5543.275849,6444.906872,4952.01211,2659.341313,7151.078053,5334.534621
66_01017706,66.01017706,2652.995723,1735.44593,0,2519.826622,3839.175831,2241.437326,2137.189582,6100.530421,9521.476092,0,2696.419463,2716.788373,3443.377093,1689.939459,4500.247814,3096.531309,0,25671.97105,0,2523.00882,2989.464397,3144.12558,2351.963767,2117.01562,1966.186191,1816.892374,2764.722379,4058.292404,1725.715821,3096.240949,2595.398512,0,2103.987041,3648.859831,1546.713187,2836.978577,0,2698.18046,1819.095211,2288.521409,2693.410856,3071.893086,2845.122481,1901.326681,2682.236588,2269.858349,2638.640223,11820.2245,1786.470887,4079.028262,2720.534899,1956.450742,3316.953574,2374.335142,2370.342687,3340.684068,1895.527802,3486.90298,2408.221501,3263.575654,0,6274.442498,2366.415341,0,1848.211893,4187.038127,2369.473714,3051.885808,3385.143696,2589.677768,3130.744414,1855.077175,4615.146897,1772.068505,2893.961007,2714.491307,1630.091107,2007.929766,0,1812.817876,3711.180713,10130.08526,0,1691.68151,4088.830098,2992.444956,3480.833293,2560.751542,2277.25014,0,2513.620185,2979.235584,2549.054759,6259.026986,4258.319601,2709.223501,0,3348.830886,2893.681195,1839.543841,2345.220452,2016.041775,2054.191283,5363.14773,1840.579956,2138.94385,1794.27589,2954.601983,12556.4572,2359.245993,2204.504783,2148.201911,3892.117532,2001.362069,2867.612325,0,3466.730657,2540.156318,4388.61312,2115.616539,2699.315743,1757.017665,4150.50056,0,2050.502015,2367.338127,0,2732.363382,3212.876935,2325.633726,0,0,2199.650591,2775.167589,2001.101393,0,0,2235.562732,12599.52496,3518.338541,1317.216248,3452.484644,0,9661.764448,2070.39463,3206.416177,0,0,2666.919209
66_5290646,66.5290646,2388.53957,3237.835368,1303.431509,2310.042212,0,0,4779.173707,4982.433896,3451.782804,3432.421496,4948.929125,3155.639488,1142.26802,2028.189367,1900.559128,0,2513.100322,5199.648255,4480.982317,4929.424838,4817.358489,3971.487091,2715.425178,3208.299905,2509.049936,3633.807048,4548.605054,3355.87734,5386.165648,2575.844106,5454.360209,3420.510479,1943.655001,5369.757707,3232.995585,2716.918483,2388.094165,4326.099608,2454.325023,4987.839539,5411.642441,3561.266818,4817.172488,0,4246.706117,6570.67741,5594.406705,3922.531329,1780.353944,3944.323377,3574.838435,2366.251914,8311.830028,5508.749508,5508.362708,2273.120214,5640.791099,5111.688372,3085.282212,2078.374102,2188.422581,0,2374.377822,2172.924548,0,6559.152539,3254.082272,3706.575287,3942.029325,2747.349131,6834.970554,0,1568.921659,1542.543866,2122.324328,0,2538.526433,4496.26131,2602.542434,4262.792087,2597.384931,2121.796936,3404.742724,2112.173039,0,1859.458846,3009.817425,0,2621.008689,2792.042139,2425.340997,5197.067414,4711.482943,3564.435739,3962.719568,2969.99132,2391.68774,1870.582285,1885.316211,0,2516.698727,3443.836158,4459.183576,5708.457674,2713.576329,6102.677946,2029.285117,4081.318071,5181.462575,2791.870381,2869.704109,5132.325039,3506.411013,4930.971754,4563.621028,4926.438927,7390.642752,2375.727946,2388.890118,6250.999831,3606.201103,3761.013757,5012.518888,2254.867685,6257.939896,4033.021815,5673.462724,2957.889076,2648.047548,3146.79794,5724.291025,7439.203706,6985.549889,3556.805556,1474.155014,1776.655876,4096.1689,4691.110417,0,6013.938325,1749.246429,4104.203858,2695.043879,3133.012791,3787.180121,5259.542951,4912.894317,5138.657915,6174.816459
67_02173441,67.02173441,1856.464521,4401.210922,0,1725.291307,0,1376.957515,3131.92984,3252.102264,2502.995115,3970.502828,4646.057809,2604.970678,0,1463.371167,0,0,0,3624.309741,3581.043093,4981.475737,3273.016444,3360.743968,2504.678438,4486.314073,2704.264611,3315.006635,2781.217646,3522.655043,3529.328612,2156.971517,4692.13659,3146.279533,0,4641.892396,3476.785318,2492.663143,2164.937901,5409.51758,1961.696141,3434.270362,5607.51141,3123.593608,3709.010748,0,3244.97877,4904.476945,4047.290933,2860.427532,0,3455.045224,2592.269209,2367.995895,8506.436037,3407.790355,4591.605051,0,3648.696171,4850.038892,3258.085702,2328.292477,0,0,2255.581279,2583.369016,0,5054.199537,2937.483868,3054.976422,3374.165238,2465.633726,5965.48785,0,0,2118.196449,2284.51102,0,2049.593463,3631.659171,2544.303314,4256.932863,2894.996776,0,3353.051209,1854.232365,0,0,2885.802856,0,0,2630.246537,0,3973.45742,3731.451864,3241.615266,2736.808355,2906.517511,0,1521.486199,0,0,2429.030286,2537.901179,5420.439962,5349.197531,2913.069036,4501.859288,0,3061.516677,3956.46901,2036.785202,2703.920711,4758.624055,3277.586498,4316.563561,3828.051922,4958.851737,5612.866032,3085.720873,1872.578515,7025.893854,5028.378683,2892.775414,3514.473058,2680.794805,4245.363819,4423.701873,3427.137089,2207.288454,1971.679571,3226.702506,3996.687007,6704.426336,6346.372237,2807.629865,1742.585075,0,3891.225504,3784.324186,0,5292.458488,0,5382.410458,2556.803014,2487.000863,4130.746446,4375.977242,4063.979408,5562.669777,4290.035562
67_50901114,67.50901114,2423.630103,2125.226122,1514.286097,2807.550534,2103.662911,2689.361128,3053.4496,3664.939775,2764.092967,1848.526134,2656.167953,2709.284187,2113.411658,2154.721404,3939.770312,2551.888902,2117.76987,3811.915171,4008.436158,2556.019087,3831.763116,3053.507828,2520.162009,1662.698367,1919.690788,2632.901971,2017.62621,3270.513295,2675.332175,3773.352598,2763.446314,2112.841511,0,3952.835303,0,2573.504571,2529.991658,3498.455943,1162.130153,2644.132203,2295.28745,2369.249528,2053.423756,1198.265634,2370.030176,2869.83097,3018.850659,4112.981986,1972.961437,3229.692238,2194.411294,1870.256281,3953.140486,2514.909763,2814.145138,2244.20647,2406.402387,2941.020263,2422.315886,3068.251284,2430.933003,4205.073473,2443.064662,2305.068647,1531.955941,2504.729415,1897.555978,3261.219237,2082.97754,3016.465024,3680.333243,2794.132038,3224.309941,2217.238333,2559.163939,2366.869748,2589.960331,3899.460575,0,2669.347722,2374.408561,2010.534138,2916.996279,0,3409.277469,3325.267807,0,2272.803461,3765.221649,2331.425907,2653.974928,2896.111843,2820.556998,2474.345615,3308.197022,3016.126319,2203.305361,2577.840509,3003.87499,1871.016926,2433.052594,2858.371412,1980.109346,4668.800789,2735.01891,3091.693785,1918.501481,1912.274898,3294.19158,2859.259741,2621.297515,3057.220978,3494.744247,3184.6826,2562.99918,3399.225302,3748.242546,2395.724138,2338.375328,2789.176169,3086.131783,2993.09279,2140.696267,2144.696653,2636.135222,2889.556179,2593.334342,2619.065602,2160.978766,2288.100602,2681.14585,3603.41223,2455.426753,3041.968799,2257.757026,0,0,0,0,3533.926516,1595.591268,3650.611122,0,2201.426218,2252.650083,3523.008855,2465.293166,2506.014934,3207.128742
68_52191453,68.52191453,2640.601533,0,1246.640987,1922.66753,4250.882483,2947.478596,2894.663226,5011.458069,2474.22045,0,2158.255557,3839.731379,2654.712562,1702.877053,4884.289773,2750.561295,2612.005328,3778.272929,3816.440946,2592.050269,3708.469485,2834.227127,2887.803774,0,1695.729914,2367.040832,2018.928486,3440.819879,3093.697044,4010.265438,2548.074412,2037.543287,1432.085279,3598.635262,0,3814.580324,2399.717621,2449.780682,0,0,2013.302007,1965.796644,3152.621934,1741.708883,2466.638567,4486.051631,3432.025586,6666.114959,2375.794093,3745.451834,2607.635817,0,5659.606396,0,0,3183.289911,2306.596802,2637.435885,2866.539374,4177.641861,2385.694174,5449.803539,2600.381538,3699.591368,1845.480184,0,1758.65753,3090.927911,2900.162176,4074.663241,3264.589293,3423.971491,4201.096146,0,0,2151.482795,2201.823839,4367.186885,0,2285.031576,2389.59147,2166.29949,0,1957.681475,3950.605325,4255.435722,0,2124.868946,2671.714535,2051.598849,3155.045599,2583.600134,2092.926272,2232.605414,2599.04331,0,0,2063.963906,2901.647165,2185.546572,2343.247989,2606.650574,2036.741824,5123.856206,2831.969712,2995.656052,3139.813205,2208.321146,2833.333533,3110.681019,2760.563238,2974.814533,3728.449437,2586.783555,1505.461234,3195.819811,5054.13862,3266.227865,2907.288686,2384.316044,2838.001866,2881.540394,2937.262989,0,2003.734313,3031.999872,0,3973.039603,2266.082091,2295.430464,0,0,0,3254.798141,3060.735679,1443.416993,0,2251.21861,0,4784.829179,1438.831147,4022.824526,0,2651.202341,1784.414147,3920.316926,2790.261791,0,1790.124693
69_00984846,69.00984846,3142.360706,2872.806787,2101.2999,3987.833039,0,3392.324363,3779.883775,2786.266681,2124.249178,2227.912075,2733.577288,3006.073462,2358.272088,2908.345072,3813.332308,0,0,4506.652853,3279.695776,3197.511,4388.984397,2762.179902,2298.874153,3283.268929,0,2959.913396,2208.342785,2556.693025,2957.672744,3424.632071,2113.902077,1756.391318,0,3661.011066,2373.043919,2389.566534,0,2750.901446,2179.530905,4028.086693,2984.083372,3548.337978,2756.232398,0,4120.369554,4381.80863,3725.438981,3718.09929,0,0,1976.924634,1790.593939,3945.135228,3756.263116,2735.167062,0,2289.522861,2017.123297,0,2305.273827,2621.911242,2399.186714,3052.602078,2106.549704,0,4429.119439,3335.543395,2538.32443,3887.391449,0,3019.287871,2916.232572,2679.765595,1814.506494,2683.578248,0,3386.700475,3260.27449,2595.238518,3302.697691,0,0,2547.587209,2327.293749,0,2221.892526,10358.0064,0,4002.315246,2206.589441,2243.958787,3219.176632,3694.890139,0,5535.851488,3740.402987,3321.088995,2856.682211,2729.60328,0,2392.212377,3422.943938,2302.961497,4950.561766,0,3539.196521,1301.602343,2213.275038,3906.403007,3529.276059,2271.397021,2923.920819,2616.252569,3844.218121,2716.772869,3695.828109,3902.716599,1862.29639,0,2194.440336,2525.315768,2929.477278,3759.199977,2578.115688,3843.003256,2155.9648,4885.251799,1633.982635,0,0,3033.225011,4175.019396,2949.357867,2739.103934,1416.956873,0,2856.693353,2667.61092,9585.932754,3740.958989,1388.695119,3708.949807,0,0,2762.822376,3759.459879,3138.521652,7822.316732,4793.703758
69_53714854,69.53714854,2095.687941,2379.62442,1886.356856,2500.923026,5202.737388,3143.41894,7064.54721,8836.73528,6230.941927,0,3925.77153,6450.379724,1980.185446,1898.48108,3388.434656,3323.339784,5501.60885,8342.929183,5795.793221,6239.296262,5071.759653,7066.904946,3453.527667,1771.489539,5101.006738,7668.354052,4880.934847,6559.112514,8865.751545,4982.9557,7309.668452,4714.640985,5672.028368,8808.39535,2353.431652,5239.024754,5803.119277,4754.714813,1600.34932,3740.749607,6579.304746,5750.856241,6675.34672,4024.989718,3609.344311,11161.38467,8482.702618,10509.3082,6135.025606,10479.01084,6870.366427,2822.626805,12050.80358,4970.019855,5982.755953,11581.888,5911.428816,5289.610947,7210.046609,4290.503083,2370.395856,4056.939798,2979.255628,3110.544275,2844.760052,0,3160.475699,4387.200101,7440.541816,7689.80708,9615.458625,3021.435742,3679.74659,0,1966.160187,2408.118714,2416.867419,9729.449053,0,4333.944347,5381.081249,7371.89523,3407.516784,2475.09657,3905.733286,3566.654636,0,3430.715221,3333.945767,4695.909983,8014.996131,7204.66657,4810.918013,6751.253413,2750.753176,0,0,2410.007184,2946.747497,3176.324252,2757.985807,4325.699526,6400.44426,10670.09606,8166.908993,7946.699364,9728.843324,7596.028657,8152.301896,5049.189593,5505.843091,7294.4307,7066.754005,6343.303916,5381.066273,7913.775625,16603.49086,6490.53024,9254.477537,4674.583217,4657.092585,6641.236707,6606.219564,2405.265505,3457.272395,6957.864919,2550.161904,11303.04104,8191.899598,7152.2023,5483.566134,5457.761536,5164.553387,6020.973531,4078.081111,4200.345011,0,5063.106956,0,11654.35585,5426.16018,8002.708924,0,6954.319429,3611.615334,9259.570146,8097.007902,0,3606.028398
70_03057654,70.03057654,1714.720624,3162.111954,0,1428.407869,2227.870747,0,3695.690156,5637.496213,4424.080843,2629.076335,3782.590554,3623.187746,1327.535658,0,1662.921447,1794.467542,2111.549488,5779.336309,4007.472059,4334.247757,4374.787697,4525.596435,2706.109781,2361.510357,3137.723147,3703.531997,4093.837743,4329.86317,4722.994271,2367.072546,5156.837092,3572.411663,1780.208616,4989.427092,2344.214151,2440.628263,3184.095734,4308.756911,2102.611789,3021.450741,3914.05524,3083.536492,4915.708569,1947.244161,3426.503011,7033.354138,4946.519569,4534.055309,1628.102109,4539.6714,3836.114313,2373.209697,8304.465536,3752.71522,4714.180737,3164.489309,4167.301443,4829.971454,3900.738294,2036.169797,0,2198.285601,0,2043.66935,0,2936.410327,3151.441843,3543.096196,4576.063414,4117.791857,6438.588912,1500.893552,2393.249956,0,0,1492.106818,0,4027.112624,0,3626.926592,3160.945853,2519.055327,2903.15554,1542.956681,0,0,0,1304.242576,2444.199235,2519.336027,2296.759712,4091.098888,3487.413478,3276.248209,2802.253173,0,1855.891339,0,1663.122183,0,1988.166276,2762.751493,4168.117763,7147.564963,3609.70977,5223.963369,2313.394875,4321.10213,4800.10756,2347.346094,3011.114941,4426.400923,4035.069661,4548.963711,3730.444911,4742.31914,8437.216306,4038.937269,3071.380425,3954.66361,3725.248989,3429.369351,4449.148627,1904.372579,3943.353241,3662.859134,3599.468671,2621.228264,3250.427221,4265.944601,3829.098237,4577.870318,4942.492108,2644.231604,2048.202863,1871.322,2399.525365,3542.615044,0,6120.913573,1589.491266,4037.214173,2021.487116,3629.646478,3107.021451,5478.010518,4589.125339,2904.935961,4322.257799
70_03552546,70.03552546,3281.139884,2881.558504,2038.376205,2310.367791,6319.971015,3586.378755,5965.489507,10770.59328,6747.311587,0,5801.579212,7658.688606,1668.398476,1873.182627,3364.274604,3248.505159,6066.982433,9689.969935,7860.295418,6484.61771,6709.133789,8633.757711,4302.745303,2161.442577,6275.2076,9080.363167,5330.770714,6414.862883,9641.512814,4798.725179,8686.975049,5985.353089,5827.97756,10601.31672,2374.999558,5700.149154,6803.159762,5217.555898,1514.582186,3953.63936,6841.858279,5913.652956,7421.548819,4422.754756,3357.789386,11690.28219,9229.301359,10623.63263,7279.162247,13747.82892,6993.263613,3863.315976,13741.71956,4712.131878,7583.536876,12266.17378,6916.038907,7020.571251,8245.548882,4867.153167,2441.170559,5242.845292,2781.577334,4007.710741,3721.984186,3322.901245,3471.15242,5085.878306,8398.768872,9745.33453,10792.33498,3249.92244,4281.460916,0,1822.304586,2825.268047,1943.802832,10181.71209,0,5638.221585,5799.04398,8249.831673,3520.696559,2497.866696,4274.593754,3805.29045,0,3347.854783,3595.629501,5332.101394,9189.380283,8230.828086,4817.859411,7790.99795,2660.478312,0,0,2469.962202,2922.772858,4857.196849,2739.485419,5450.19547,7250.205183,11710.12026,9164.273072,8089.93343,9103.760273,9513.165712,8492.68322,5116.409944,6837.297777,8705.375749,8509.875308,5642.596346,5696.751224,10428.86644,16838.91638,9048.061225,10006.75177,4823.359295,5456.327693,6331.497029,7934.510892,2946.105247,4663.658756,8317.413156,3183.665233,14015.85155,9586.053335,8910.535673,6334.270959,5543.046453,5840.767902,6482.474827,4732.290448,4173.559703,0,6390.386567,0,12158.78818,5824.953122,7237.477053,0,7916.395522,4381.654419,10960.59605,8292.365072,0,4017.408748
