,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A2,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B3,D06B4,D06B5,D06B6,D07A1,D07A2,D07A3,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B1,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B4,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
479_0955925,479.0955925,6122.087322,12462.59006,6301.735511,5512.142873,4333.139556,7641.12182,5492.992568,0,13390.84253,7856.590671,12945.69912,35343.51122,0,16333.75176,0,10589.99043,6560.574329,4393.935071,11900.49775,8550.55883,9899.026431,7399.729324,23289.38574,7344.272703,6474.835276,5927.069351,7523.116074,6406.94432,24433.12661,8691.496379,3256.776967,8627.209871,12926.91477,11810.381,9410.470207,15681.59097,6162.263132,14000.29852,0,8881.126165,8809.792328,5994.630387,10481.76289,5450.871085,9406.727066,18274.73787,14202.01691,14415.23704,21793.75859,5560.134585,7810.343519,11441.14443,6454.476507,8720.808161,7521.246256,8635.463948,0,8001.429735,9598.695068,15303.15043,12830.14623,0,4998.946101,21498.96494,4534.358595,9756.91302,10248.13154,8897.495182,6693.101447,23914.53068,6618.281398,9136.208806,0,2511.909353,3612.237355,7842.434719,8890.245787,10357.42154,6049.925828,7325.499303,11691.14789,7354.207886,27987.23709,17754.08365,3306.33606,3035.489028,4907.959091,0,4532.47414,10247.38938,7050.454935,8822.672149,11345.1684,8964.535788,15297.933,5594.071812,0,9350.411343,8980.712637,6313.300679,21518.32625,7025.062201,10221.5455,7620.911094,15735.04675,8091.893399,11632.33495,8247.702298,8572.382615,8322.854323,8104.688376,6610.578595,12079.43509,14378.71921,10472.37914,24988.66411,5691.679703,33440.48197,6496.808194,16080.92852,10943.6869,7987.888363,6468.42604,7956.877463,7228.081374,23426.81227,4218.170277,4942.858758,9985.755846,12761.1478,7387.721783,8750.209694,9272.789367,5928.55663,34248.53043,12103.41187,19087.80467,7730.171076,0,11329.81056,0,0,6731.034573,0,5787.256126,11380.7709,7338.767053,9989.152512,4880.669008
479_2534569,479.2534569,3662.415033,4946.978836,10920.34329,4094.401081,4411.43602,6352.940281,13040.42927,0,11170.03823,6431.515984,3837.392738,8452.80989,0,6810.81277,0,0,8314.809204,4845.313778,8480.719241,3705.947636,3179.425239,3475.477881,0,4746.524884,2982.886216,11124.78806,3225.141024,3347.973355,6598.524947,3470.199652,2512.981646,12006.17144,5055.783493,8779.130032,3020.23371,4007.758766,3414.986168,7739.509494,0,6942.744742,2757.684965,3750.968806,0,4182.619024,3070.53425,9902.828542,8341.060438,9956.505695,10265.53591,3899.096251,4183.871422,8530.328724,3967.013504,3597.185168,9526.600096,4876.012833,12684.81021,3151.122779,3594.76457,3379.889964,6733.773499,0,2662.839741,6238.396046,3623.047838,3942.373742,3449.131855,3287.163364,3478.542313,9733.849816,4159.8194,9011.854078,0,4486.40279,3284.071368,7376.861868,7233.306165,13437.81111,2787.518865,13840.79009,3638.153153,3394.877584,11264.90427,0,0,0,3840.820268,3837.99765,6717.686818,14278.05063,3824.863581,4226.037923,3928.438437,11084.94882,8765.556829,32808.47066,6315.01889,2806.826762,6527.614066,0,6374.342853,6041.812677,3053.068349,0,12748.0033,11691.53942,11411.0102,0,3661.44431,3392.275439,4049.889149,2924.75616,5354.364542,9255.593833,2247.345158,8002.967749,0,7210.066473,3896.380922,5782.516269,4180.445027,12034.37489,0,3216.781669,12153.96692,5519.72609,10463.12086,0,4411.148749,11742.60338,12782.84042,10001.3612,3220.849525,3784.008896,7634.25209,5547.365918,10044.65955,12221.33367,0,12672.66693,0,1975.243398,6712.073598,0,4719.452928,3875.786275,3314.225773,4536.322737,2325.899937
480_1033588,480.1033588,6964.623081,11293.31011,7879.807445,5810.476906,5338.514221,9183.947513,5111.177897,0,11977.77034,7423.169556,14650.72234,38888.62062,0,17609.41791,0,10019.71573,7078.899696,6341.357957,13817.10507,8919.145481,9991.711467,8022.486755,23371.23295,7190.000552,6942.213487,7037.468651,7279.118275,7257.537935,25364.52259,8476.695523,4450.415455,8616.770203,13230.96585,15387.76518,10290.68697,15509.06645,7260.420142,16451.16474,0,9683.589029,9769.476856,6866.029451,12254.90006,6008.599267,9651.35503,18897.46047,14713.23811,14362.76682,22651.2433,7125.759122,8330.559508,10591.04716,7516.127144,8536.437962,8223.750692,8790.377725,11271.56717,8108.736879,9415.487652,16368.77679,11868.96145,0,4705.627774,21337.2902,5830.99952,10581.86035,10659.34499,9179.573879,6686.582566,26303.98748,8440.013177,8312.332671,0,2537.757761,3737.695982,7470.15466,8413.817408,10829.73038,6691.720293,8542.827348,12341.15182,7479.09994,32197.84849,16864.89842,0,3607.491606,5483.389093,4908.970419,7049.582964,10435.25835,8158.697318,8672.128001,11983.70465,8716.025081,15027.18712,6723.134691,7698.101721,9960.375258,10295.19662,7805.425335,21779.39981,9329.271287,10127.56912,7826.70497,15678.11415,8199.202937,10165.32172,8701.75704,10346.93499,8933.453908,8912.637479,7231.803221,12065.16484,17112.86136,11887.17288,24635.85452,7182.162603,36186.09497,8003.422919,15243.61035,10442.14091,5611.776527,5448.737237,8141.921394,7425.889531,22553.94682,4099.822656,4004.148219,10728.16583,14968.28643,7397.332046,8258.244783,10209.33008,6715.040713,32529.93234,14582.52841,17404.37516,7736.659113,4484.386464,13774.27907,0,2542.837737,6949.83633,0,6819.753981,12054.63313,6997.188277,10275.68911,5926.391617
481_1112039,481.1112039,16139.9037,29690.03357,17215.19041,13807.77086,13189.40628,18092.31548,12390.72928,0,29971.81988,17196.35043,34014.69163,92877.96194,0,43255.21215,16213.87982,33217.57815,21335.10865,14449.39183,32894.40013,20577.40618,23886.34897,20102.27742,0,18345.42466,16063.26363,19451.58786,19075.04733,17500.35182,60947.21752,20738.0695,11128.74751,21208.28777,32511.02172,32913.68874,24813.8312,39636.48825,17279.82689,34381.96368,0,19695.43566,21705.611,15426.27004,28403.00856,14239.28986,23044.53846,41190.71719,32861.41574,37013.93359,53253.04934,15896.30791,19607.42825,25736.79719,19357.76585,22225.12757,17111.5236,22218.08783,0,21740.4081,22273.08643,35347.76797,24807.91287,0,13043.38227,49164.41718,13174.11841,27312.64576,25551.43251,23207.36241,16488.12846,58757.55783,18478.89723,0,0,7002.273839,8312.633426,21859.43582,19735.02437,23751.92223,16601.03871,18089.52956,30289.12843,18600.11696,77190.27734,42594.95057,6967.694169,7843.525338,11967.7917,11779.16032,14960.9478,22486.17113,17247.82754,21488.09523,28941.13199,21090.33565,38538.74084,15035.82827,15862.91385,26505.91939,24214.8056,16672.47022,53645.77452,20611.68367,27002.58745,18780.97833,39359.09307,22875.07413,26247.4623,19440.33084,22426.12983,20578.91626,20918.40349,17909.58131,31124.0004,33021.75172,26893.14912,59966.43979,18959.98738,80031.81465,20630.31426,36530.06897,27767.37932,13018.63054,13036.35912,21663.07031,15616.04889,57082.87834,8092.693571,11704.40299,25773.94992,31509.76291,17984.31881,19172.36159,22712.939,16477.62892,78540.08877,34150.31932,43029.59095,21497.92991,11196.44243,28466.8179,0,5039.310975,18755.42355,0,16279.68263,28222.13399,17530.35252,23936.8289,14153.082
482_1146291,482.1146291,4640.417112,9003.912956,5322.040071,2594.672582,3741.650466,6122.442229,0,0,8164.892787,5630.563036,10601.11217,28803.84162,0,13084.71444,5558.150988,9620.411369,6411.92768,3521.735635,9156.011816,5347.259662,7739.605039,5724.545242,0,5801.586413,5714.471939,5600.113033,4877.324679,6355.302608,21593.83097,6177.137977,3101.865018,5694.254737,8709.552925,9873.31398,7800.748883,13041.54276,4896.839102,9744.424298,0,5981.867864,6385.41724,4545.721524,9118.232083,3696.101288,7326.310165,11966.69919,10775.60161,10900.33922,17161.72768,5555.706196,6027.554816,7085.097505,6277.426351,6468.554768,5816.794821,7653.990673,0,6998.192467,7271.600471,11138.72927,7883.763236,0,3097.873687,16172.47193,4402.026358,8306.018055,8319.666979,7324.937258,4813.484823,18210.90787,6138.4425,0,0,0,0,6579.800533,6544.601771,7421.925989,5254.531035,4675.094108,8988.7932,4224.751514,25791.80086,14958.72801,0,0,3445.056039,4003.583257,3984.365528,6133.909486,4799.396648,4957.980222,9105.4536,8331.852855,11023.36475,4630.081194,0,7942.942365,7748.246493,5415.173389,16152.34758,5838.179047,8642.863169,5714.359101,12092.1843,6712.393867,9284.01594,6060.757542,6969.912063,6500.171242,6035.568662,5265.889738,9328.365369,12432.51368,8452.877001,20153.88555,6098.631717,27149.45531,5040.884219,12236.71426,8584.100261,4182.219591,0,6534.549522,4409.873351,16154.88172,0,3938.333806,9012.330135,9076.366684,5673.176412,6260.060957,6047.815311,4699.14458,23659.02034,10728.59103,13224.53838,7145.648659,0,9700.450419,0,0,5782.83169,0,5091.892799,9174.2626,4695.260255,7222.753227,4926.696923
482_1190614,482.1190614,15944.51559,28481.73974,17753.08614,12694.79535,11432.60377,17737.55345,12885.19574,0,27455.32522,16642.12621,31261.6561,86830.6246,0,41757.78153,11369.99108,26428.95971,17934.36227,13695.04881,31915.69488,19970.82316,23444.44627,19990.99922,48628.99546,19132.78414,16337.53093,17037.28637,18200.7232,16446.0639,55173.84936,18781.43825,9373.093092,20797.3995,30091.6034,33986.17416,23455.32883,36445.74441,16631.0754,31410.27294,29450.92346,19886.0393,20680.35233,14701.49454,24447.93191,13424.46828,22837.88852,39681.39166,33268.71797,34751.88869,50176.34722,17313.94786,19756.51292,23058.95341,18563.78078,21414.48811,18051.12206,22139.99622,22093.14035,20710.366,21872.21208,34329.90822,23003.51412,0,12081.12986,47024.47965,13208.06253,23468.2933,25123.11749,20373.44676,15708.13636,53931.36651,19188.38157,17377.58304,0,5674.69486,7520.806496,17668.40116,18861.97275,21423.28315,16285.93562,17950.8958,29335.19911,18578.63072,69806.90407,41021.60966,7040.089576,5834.879892,12020.14934,13103.76882,13324.56716,22134.21585,15208.17699,19093.33533,26520.93957,20290.73695,36806.13535,13334.96051,12709.63977,22798.34913,21673.33627,17235.44108,50189.94175,19824.30839,25334.57003,17809.96083,34376.7375,21454.5786,26093.16226,18096.2832,21291.56173,18745.72274,21500.75495,16307.20299,31098.71635,33363.9265,25052.9597,56428.53663,17078.76252,80986.91955,19063.99648,34959.83114,27058.43672,11938.36983,12786.22525,20603.09035,16905.74983,51700.60149,7445.045474,11147.30602,24357.80315,31483.8862,18477.0361,19551.33749,20991.46832,15948.59701,76638.27598,34508.55267,38550.64717,18288.57327,10309.8601,27403.26747,0,5825.335225,18445.9797,13531.43494,15361.02086,28154.58764,15612.2206,20868.27071,13438.94952
482_6635027,482.6635027,3684.163827,2455.11273,3800.483806,8506.787954,3847.382505,7137.127982,0,0,6801.803249,6043.001877,4648.143867,3622.577617,0,5155.78046,13820.28653,5985.881244,5962.93334,5591.431058,6606.348551,3527.157431,5342.32135,5787.5316,0,5452.385442,8008.517322,3975.371286,3575.250588,6243.68305,0,10793.71558,5501.876285,11485.86903,4716.247855,4623.931977,12946.77226,4260.333668,8276.283847,4681.361249,0,4420.283326,3350.850799,12747.80223,0,14629.07901,13679.42317,11590.92237,0,0,4527.959217,8223.428227,11385.38933,5565.018614,6690.228967,10484.39473,3878.004184,23971.61253,0,7129.528264,8456.282018,7059.197965,15328.43806,14260.17756,8358.947962,0,15830.93347,4172.154397,14000.32538,12295.46435,12872.93401,14645.66093,10826.5467,11560.70563,0,7782.157603,8116.737585,11013.47842,9346.533874,6227.315802,23015.99526,8993.874334,12314.38927,14231.74198,11119.4795,10353.37341,20820.04786,17104.59105,16335.96072,18040.12549,13148.67835,5570.332038,9564.544949,5642.126855,7876.234949,4252.863946,12850.40521,8681.022676,7915.130438,9995.54043,6420.841252,5492.932116,0,6784.170364,2935.137132,11267.17506,14170.15308,6909.446445,10735.9432,18387.31028,13059.58539,17242.91448,11769.29063,8001.929877,20980.74876,17497.76458,15993.16691,7202.255633,11607.55605,6193.569463,21556.08276,9041.063078,8208.681233,10129.97663,10045.00732,8524.079049,12307.51309,5808.237639,9139.264508,29018.33918,11912.83115,0,6555.201851,6328.169758,5969.665703,12604.43686,9480.237207,5658.054507,8029.259858,0,17707.07812,5458.869064,0,2426.989453,11267.99657,0,13259.26257,13052.64278,10969.89816,4702.017392,14391.25228
483_1222334,483.1222334,4391.640517,7859.457272,4960.686182,3085.889471,3233.82186,8898.473619,4941.428531,0,9166.408451,5050.938373,9410.377876,23372.52974,0,9394.266776,0,0,0,4239.911812,7298.727728,4816.389015,6845.155711,5396.227156,0,10994.64171,4550.071047,4717.732377,4311.33704,5151.620845,14383.01892,5476.218117,4779.156065,4761.497306,6522.430856,7065.499768,6406.888286,9540.1616,4763.370248,9620.663423,0,5000.130166,7739.397954,3857.700705,6049.566894,3561.647456,7023.909111,9113.892753,8169.220911,7926.823908,11636.63112,4298.568631,4916.526586,5804.815199,5710.336172,5941.011963,6207.535657,5790.058799,0,0,5991.051624,7701.081935,6054.741007,0,3911.742146,9959.120336,3412.295353,13201.5842,7094.551382,5431.031407,4828.519849,14114.04909,4119.438546,0,0,0,0,0,4356.347459,5121.9952,4195.654928,5634.924976,8414.772781,3710.757985,18879.80514,10375.79307,0,0,3240.19255,3937.52537,0,5218.07031,4822.741188,0,7320.157894,5296.15178,9135.631446,3605.556095,0,6784.983723,6602.881186,3897.762993,11965.39907,7153.573776,6508.448537,5387.214724,0,5329.056334,5870.982549,4054.29003,5994.915974,4787.337063,7044.360929,4253.350812,7776.249837,9782.814733,7923.083574,15508.25576,6924.498213,20390.81531,4856.211604,8685.385046,6116.967128,0,0,4766.044503,4641.559383,12735.84647,0,4416.125379,8585.795195,8252.06687,5956.191385,5219.938776,5397.985912,4550.417208,20364.75282,8887.811567,9541.260057,5776.64586,4513.443288,6071.931084,0,0,5326.54561,0,0,8076.671675,4701.841698,5824.891671,5254.895359
483_1268636,483.1268636,19649.56278,34742.01477,21089.70979,16797.67653,13839.80424,20793.8799,13107.88435,32577.98152,39383.13561,21631.25253,39852.25004,109078.5186,0,54321.18247,14006.52715,34918.6796,21353.14355,16654.32381,36887.33021,26738.35535,31182.04314,22245.60497,54892.16507,23416.83207,20605.9364,23185.06566,23623.05924,20363.28735,71302.31174,24918.87103,13471.76599,21783.49259,36892.82771,41980.78905,29315.71005,47547.0363,19872.78709,42113.199,38397.31386,22967.21166,26076.47516,19737.97779,32382.16335,16420.37733,28389.22665,43344.82203,41993.76813,48859.06381,56244.52643,21516.45651,22686.65874,27188.21997,24047.88634,28837.47021,21665.40805,27819.16504,22877.40165,26567.17885,26241.97105,40310.03486,25710.76954,0,14972.27091,58874.21394,15933.85095,31865.92813,32120.06936,27281.75027,21720.96881,66027.60116,22897.90594,20756.50897,12884.87245,8388.396242,9618.440902,27637.28797,23731.70305,27544.01969,23026.55287,22332.91584,36156.25409,23745.40627,89497.63761,51041.73852,7891.946979,8037.324683,15360.79308,14665.20874,16193.99977,27289.38131,18632.85793,23496.77266,33499.22795,26185.74619,41115.30564,17256.73424,13560.98886,30916.13995,28882.45787,21667.47007,64728.36605,24114.05382,32473.62604,23316.40568,39507.87028,26031.15172,30410.26907,22813.90487,29664.53149,25321.81496,26424.72899,19049.16235,38388.13942,39197.25007,35077.25061,67100.38007,20772.85648,98570.70987,21969.41327,41962.06286,32904.81777,13388.93493,14814.3574,25189.55818,20394.88077,61205.28341,7953.312826,12738.53981,31998.0634,38684.02466,24336.80701,23505.42159,26471.69091,19796.36089,97692.00128,38279.13635,51337.63241,24515.58561,12993.06657,35265.25324,0,6971.992717,21775.90776,15809.86226,18573.91709,38860.56692,19917.49011,28735.06717,17552.70557
484_0756511,484.0756511,11099.79423,13600.7384,7240.101218,7828.314701,3462.325912,12567.81723,7061.555426,0,0,0,8098.558027,10886.85498,0,10540.34898,6067.466421,5101.270293,0,5158.203827,8432.465594,7329.149697,5110.998789,4506.517809,0,8736.196285,0,7922.607618,7628.659016,3685.003175,8167.722957,6637.777431,2397.069311,3486.86779,2282.450517,7131.27232,5685.112425,7626.534505,3410.710874,6544.534113,0,4922.625608,5687.689329,7075.795462,7288.104067,3471.464626,8494.861728,0,6255.496746,10730.31406,0,2056.317784,2067.984497,3769.067764,5861.319166,5398.483052,6841.983583,1825.341996,0,4155.497792,2576.934706,48283.13263,11833.44483,0,10314.3467,21448.17443,2648.000937,4822.063315,5286.139,7474.652257,4195.514763,4414.021173,15098.49851,9316.983139,0,6530.23919,11087.73211,0,7055.434604,7707.313442,2802.235674,7731.749784,2305.635791,3329.838987,13904.6475,37091.7492,0,2978.041301,9680.87462,0,8804.156514,9083.712924,2670.855483,6096.974888,7316.012438,0,7919.580885,8394.287238,7918.341919,9937.413446,12087.58205,3483.536418,10336.41838,5623.029943,14471.72612,5530.414407,0,7294.966104,4033.801042,2194.941151,5913.296659,6277.605268,3908.19301,7883.341858,6757.567645,7217.249908,6768.292736,0,5494.931208,3254.764193,2529.094424,7118.619577,7555.798807,6444.131515,6497.712179,13884.84024,6510.500018,32636.97912,6841.552076,0,3202.11274,0,7553.016942,29426.38199,6635.246887,6880.463666,4475.488117,3530.692672,7121.914856,8073.784588,4988.722357,5930.174053,0,10575.22204,3114.135721,0,24041.35545,6073.695122,5183.71132,8275.329496,5363.552169
484_1300793,484.1300793,3969.200812,9727.881702,4767.119989,4210.181608,0,0,0,0,10104.25995,5897.740685,10446.55954,30429.80652,0,13067.34806,0,7126.15395,0,4210.729022,8609.899531,7251.521673,7820.170173,5050.493982,0,5632.098444,4098.267566,5037.812678,4414.520888,4853.52741,18783.47466,5792.948029,1997.140362,4727.124509,8085.038328,10607.00545,7419.941399,11140.72436,4581.59487,12582.47845,0,5806.867208,6320.322537,3420.933724,6225.815918,3312.861131,6487.867738,11647.46671,10756.01035,14117.65798,12616.88316,4714.341689,5758.979782,6243.834901,5911.57366,6481.431464,5605.229233,7027.450408,0,6671.989363,6546.52213,10315.56326,0,0,2919.97206,13768.71056,2918.206983,8821.542196,8707.983695,6164.312385,4297.377382,16410.9172,6015.947542,0,0,0,2707.330229,6402.574012,5128.926657,5535.24708,4013.835695,6503.24241,8741.081222,4530.028409,21777.65145,12686.8385,0,0,4055.458449,0,0,5589.269189,3660.054269,5304.376071,8484.873874,6819.372135,9622.215254,3628.943354,0,7410.055918,7083.118101,4340.793685,16960.6737,5012.499147,8034.127355,6020.372745,10267.99279,7049.124344,6952.072327,5567.025949,6806.490783,5297.553002,7156.095756,4300.515757,8894.193082,10701.16922,8337.709514,18600.90651,6529.955643,26342.85865,3786.113557,12310.34208,8357.108218,0,3345.212216,6191.089033,4365.283876,16848.94251,0,0,6555.030478,10679.88419,5648.643489,6988.675665,6749.30807,4290.43026,26577.4453,10400.98416,13844.4186,5706.748627,0,10385.63961,0,0,6076.844746,0,0,7914.829112,5743.88731,6686.081698,3571.935935
485_2098357,485.2098357,8954.59969,6166.115207,6118.832914,4397.82426,15870.43769,21179.43353,30044.7081,0,29610.7856,15074.39964,8504.788145,11647.82974,0,10771.89686,7195.012605,13553.39379,18562.41775,6204.416146,15551.41154,8262.27859,4460.309378,7178.347944,0,14189.68564,7257.564826,12275.5551,8894.694772,4324.38574,15234.09781,8660.271149,8769.833629,23362.32469,5345.67074,29857.54919,7595.296452,4830.855439,4535.463812,16361.94046,0,13823.08322,4391.588599,7572.776732,11293.76074,16537.59148,8522.357085,15637.23698,15464.76628,23823.08993,16757.12451,9072.625313,6324.41004,14132.65937,8664.159482,5250.150579,23179.92893,5758.661407,16371.15694,6436.024925,6982.075801,6968.751003,10428.57453,8146.915466,7762.626048,11032.306,9676.656243,10523.21108,4223.923488,4656.55532,5348.93909,26259.38314,5151.783743,10388.57836,0,6354.220405,7777.089812,11959.24983,16007.67765,17740.69832,2430.234134,15624.91085,5231.076852,4707.126709,18100.49398,11236.24734,11957.55714,18186.08362,8968.777907,12159.59171,11736.56457,15141.92861,6936.362012,8556.350947,5734.632003,23475.70345,12633.69311,8206.91912,12239.53877,13925.94753,15657.27032,7807.872327,9066.247454,10017.31702,5485.41284,3879.655877,18016.57518,36693.50323,28432.28353,3533.980101,4037.390437,6832.115772,9448.528462,6489.385521,5753.822342,15759.25312,5429.505113,25198.27762,9635.925624,15482.57047,9731.420507,17089.50936,7051.020223,16801.72266,6192.219893,6153.450162,17130.48252,11181.25179,23142.59236,8973.275929,6878.546575,26130.63157,39867.58724,23741.36384,3721.934287,7960.697431,18146.56034,21938.89605,16972.80513,38594.74552,5466.599998,31931.65428,0,6010.781276,18786.32305,0,10477.8222,4821.35704,6205.694031,4978.635365,4403.120762
485_272203,485.272203,13987.35212,11232.97504,26248.15886,17527.73846,15300.73293,21982.79342,11985.41947,0,13110.80214,21131.83499,13568.05262,16239.22943,0,13995.6764,15223.29026,15198.49795,12595.5829,11344.52926,10723.57237,9734.996632,9892.022415,14998.83048,41319.2317,12250.25078,13657.60713,12627.27954,11061.37829,15165.7629,11823.77954,14121.7152,7758.936976,16148.63042,16242.1788,13473.24104,13201.32349,16194.68153,11202.09136,15048.32914,0,11433.75421,9960.383206,10182.96681,12566.9748,12364.45448,9014.902017,0,14778.59558,11331.68618,15084.80775,10241.21975,14362.54356,17462.16932,13357.41389,10367.70781,10734.26615,16854.26533,31397.63744,10380.03712,12116.86582,16409.70433,8027.20708,0,12339.93071,15899.0741,13623.35767,13483.27213,14582.94604,9544.728518,13373.396,15628.64022,13227.16456,20248.2616,0,14752.85043,16997.04599,22481.49486,10394.70502,10613.91668,11563.39744,14487.39576,12875.43102,12495.7469,15981.0499,22741.67937,10047.39222,9953.013076,8736.565122,10011.69874,11063.32405,15805.13605,16294.71621,11021.65437,12105.49818,14586.50937,10867.09869,10468.45998,11860.26823,12129.48402,19272.33417,15249.37058,22010.66214,12362.08768,9092.127143,13272.45098,0,10564.21962,9167.783919,13428.05973,11921.43228,14704.28803,10315.39232,11389.63127,14954.76159,15156.16678,9053.32435,16387.50256,11752.90502,16528.80949,9824.59439,13259.01658,14085.14146,12159.14666,11551.89702,14279.10414,13121.61969,20998.79904,10512.60954,14381.45114,11909.93565,13688.84702,10925.91029,9481.313762,11200.27965,8941.158967,17359.382,11512.12594,12338.47969,7239.198302,10756.6454,9953.296054,0,5364.721516,11107.27293,0,12633.06552,12854.0919,13849.50959,18544.35903,11232.02315
485_3085339,485.3085339,6985.991301,4835.509864,7298.934431,5610.290102,4312.332252,14644.74333,4879.616793,0,8228.449172,4158.056314,5947.378457,5838.618751,0,5918.481419,0,8259.476505,0,6710.538975,0,4490.52059,3768.969311,4962.288875,0,6317.688097,5148.71209,5350.240564,5292.446543,5171.0007,5938.480788,3409.089857,4846.793082,4941.366802,5890.250605,4734.200102,5214.944355,5280.161973,5600.11715,4682.66604,0,4862.858664,5249.337219,4409.367534,5170.740495,5811.67738,3540.145922,0,3730.372451,9105.082134,6313.896353,3944.009006,5655.297318,4343.778501,5399.837837,4391.546999,3610.517194,5099.591073,0,4464.552583,4783.722709,4989.037329,5336.116614,0,5769.387041,0,4979.043283,4346.962301,5331.209012,3637.227924,6631.03732,0,5688.901482,0,0,6313.457243,7243.308638,6404.333624,0,3419.069046,4206.793985,3791.686871,5227.116162,6575.590801,0,5891.973042,4346.601066,12660.1373,3936.567538,4508.008515,3891.832632,4537.260149,10061.12653,3710.21912,5841.974972,4425.240263,0,7415.660205,7196.811206,5213.196076,5771.776432,6496.734454,6331.409178,6527.652867,3736.137312,4848.221055,6835.08752,4054.733395,6105.973415,7672.293813,4899.947403,4834.55886,5156.047419,5528.318712,4361.858995,0,5012.779352,0,4407.08242,5312.283321,5406.661645,3931.043644,5083.240836,4564.368412,5343.755127,5335.754588,4856.832661,5228.900644,3467.257636,5775.128196,5237.609092,6158.533149,4781.229342,6419.993054,8030.003959,3393.756511,5235.115197,3908.828322,4660.102581,4409.613906,5135.024385,8454.667589,0,3858.083943,5774.370354,0,4662.110842,4892.223794,5851.849062,5503.119253,7862.682298
486_1874984,486.1874984,3798.529476,7217.107511,4100.085759,0,4299.982923,0,10684.06395,0,15771.30829,7013.558247,6374.590256,5242.99632,0,4917.885906,0,4561.623791,17468.65736,16104.55177,8624.702265,3429.786799,6044.917626,18641.87682,0,15526.49686,15188.0911,6578.031679,25811.7542,10894.56103,10886.29733,4981.653674,12054.29757,8353.338501,3639.51418,9569.525887,13775.14613,6111.005321,7258.101113,7100.927485,0,9458.304006,13608.74418,10293.06696,8808.393083,9755.211931,8944.023158,12778.13856,8302.175602,13526.64815,4188.32563,14085.38456,16054.33389,5340.876469,11641.83001,9327.639354,10010.28106,9508.920129,0,11399.42684,17314.03659,3837.248324,0,0,5555.293575,8053.675683,10270.47571,7087.338388,6240.231351,6078.639531,11210.80086,5195.7987,10065.65416,0,0,6318.143225,3123.468747,6769.908,5610.968811,5590.644536,9358.666206,7666.987948,8842.671822,3963.780828,20066.78117,7725.569839,6776.280288,7345.947236,2796.649508,14799.13198,5788.996554,6591.359852,6482.40292,4158.440881,7062.163578,5742.389835,44579.45296,4747.782788,6508.45718,5534.130847,5560.753609,5523.232094,7803.333372,9925.621325,10073.16371,5679.034863,6510.702289,17020.64154,12805.77665,2286.60358,8903.273186,8343.676009,19551.53222,20385.52636,14259.05471,9796.725008,7340.485072,8107.739492,18173.16795,8466.146632,27084.49093,11961.63254,6488.566416,6475.959744,3546.801742,8115.21871,6764.556737,11386.59475,7391.579366,14492.49087,15806.21369,11289.13863,11040.66941,9109.172246,3489.116734,11061.74255,5646.91615,8834.2627,12551.36216,15201.24046,5380.00239,8676.942757,0,7699.681487,5880.570872,0,37992.15653,8177.618319,10638.97617,3361.731479,12845.53851
